Sport,School_ID,Year,Number,Player,First_Name,Last_Name,Position,Height,Weight,Class,Hometown,City,State,High_School,URL,Height_Inches
FBALL,OKSTATE,2005-2006,17,Luke Roberts,Luke,Roberts,K,5'10'',175,SO,"Edmond, OK ",Edmond,OK,Deer Creek HS,http://www.okstate.com/sports/m-footbl/mtt/roberts_luke00.html,70
FBALL,OKSTATE,2005-2006,11,Zac Robinson,Zac,Robinson,QB,6'3'',195,FR,"Littleton, CO ",Littleton,CO,Chatfield HS,http://www.okstate.com/sports/m-footbl/mtt/robinson_zac00.html,75
FBALL,OKSTATE,2005-2006,12,Zac Ross,Zac,Ross,WR,5'8'',175,FR,"Muskogee, OK ",Muskogee,OK,Muskogee HS,http://www.okstate.com/sports/m-footbl/mtt/ross_zac00.html,68
FBALL,OKSTATE,2005-2006,72,Kurt Seifried,Kurt,Seifried,OL,6'4'',295,JR,"Jenks, OK ",Jenks,OK,Jenks HS,http://www.okstate.com/sports/m-footbl/mtt/seifried_kurt00.html,76
FBALL,OKSTATE,2005-2006,25,Andre Sexton,Andre,Sexton,DB,6'1'',190,FR,"Houston, TX ",Houston,TX,Cypress Falls HS,http://www.okstate.com/sports/m-footbl/mtt/sexton_andre00.html,73
FBALL,OKSTATE,2005-2006,79,Chris Simon,Chris,Simon,OL,6'5'',310,RS FR,"Waller, TX ",Waller,TX,Waller HS,http://www.okstate.com/sports/m-footbl/mtt/simon_chris00.html,77
FBALL,OKSTATE,2005-2006,50,Darnell Smith,Darnell,Smith,DE,6'1'',260,JR,"San Antonio, TX ",San Antonio,TX,William H Taft HS,http://www.okstate.com/sports/m-footbl/mtt/smith_darnell00.html,73
FBALL,OKSTATE,2005-2006,88,Paschal Smith,Paschal,Smith,TE,6'4'',270,SO,"Dallas, TX ",Dallas,TX,David W Carter HS,http://www.okstate.com/sports/m-footbl/mtt/smith_paschal00.html,76
FBALL,OKSTATE,2005-2006,64,Marshal Tetsworth,Marshal,Tetsworth,OL,6'5'',275,JR,"Tulsa, OK ",Tulsa,OK,Cascia Hall Preparatory School,http://www.okstate.com/sports/m-footbl/mtt/tetsworth_marshal00.html,77
FBALL,OKSTATE,2005-2006,46,Durfey Thompson,Durfey,Thompson,LB,5'10'',220,FR,"Edmond, OK ",Edmond,OK,Santa Fe HS,http://www.okstate.com/sports/m-footbl/mtt/thompson_durfey00.html,70
FBALL,OKSTATE,2005-2006,23,Jamie Thompson,Jamie,Thompson,DB,6'1'',185,SR,"Citra, FL ",Citra,FL,North Marion HS,http://www.okstate.com/sports/m-footbl/mtt/thompson_jamie00.html,73
FBALL,OKSTATE,2005-2006,59,Cody Townsend,Cody,Townsend,DT,6'1'',295,SR,"Paoli, OK ",Paoli,OK,Paoli HS,http://www.okstate.com/sports/m-footbl/mtt/townsend_cody00.html,73
FBALL,OKSTATE,2005-2006,49,Jeromie Tucker,Jeromie,Tucker,WR,5'7'',170,JR,"Bixby, OK ",Bixby,OK,Bixby HS,http://www.okstate.com/sports/m-footbl/mtt/tucker_jeromie00.html,67
FBALL,OKSTATE,2005-2006,7,Martel Van Zant,Martel,Van Zant,CB,6'2'',205,SO,"Tyler, TX ",Tyler,TX,Lee HS,http://www.okstate.com/sports/m-footbl/mtt/van zant_martel00.html,74
FBALL,OKSTATE,2005-2006,82,Justin Waller,Justin,Waller,TE,6'4'',250,RS FR,"Ponca City, OK ",Ponca City,OK,Ponca City HS,http://www.okstate.com/sports/m-footbl/mtt/waller_justin00.html,76
FBALL,OKSTATE,2005-2006,63,David Washington,David,Washington,C,6'4'',295,RS FR,"Guthrie, OK ",Guthrie,OK,Guthrie HS,http://www.okstate.com/sports/m-footbl/mtt/washington_david00.html,76
FBALL,OKSTATE,2005-2006,31,Kevin White,Kevin,White,TB,6'3'',210,FR,"Desoto, TX ",Desoto,TX,De Soto HS,http://www.okstate.com/sports/m-footbl/mtt/white_kevin00.html,75
FBALL,OKSTATE,2005-2006,15,Kenneth Williams,Kenneth,Williams,WR,6'4'',220,SR,"Dallas, TX ",Dallas,TX,South Oak Cliff HS,http://www.okstate.com/sports/m-footbl/mtt/williams_kenneth00.html,76
FBALL,OKSTATE,2005-2006,86,Tevin Williams,Tevin,Williams,WR,6'3'',205,JR,"Stillwater, OK ",Stillwater,OK,Stillwater HS,http://www.okstate.com/sports/m-footbl/mtt/williams_kenneth00.html,75
FBALL,OKSTATE,2005-2006,37,Shawn Willis,Shawn,Willis,FB,6'1'',260,SR,"Flatonia, TX ",Flatonia,TX,Flatonia HS,http://www.okstate.com/sports/m-footbl/mtt/willis_shawn00.html,73
FBALL,OKSTATE,2005-2006,84,D'Juan Woods,D'Juan,Woods,WR,6'1'',210,JR,"Oklahoma City, OK ",Oklahoma City,OK,Millwood HS,http://www.okstate.com/sports/m-footbl/mtt/woods_djuan00.html,73
FBALL,OKSTATE,2005-2006,8,Donovan Woods,Donovan,Woods,QB,6'2'',220,SO,"Oklahoma City, OK ",Oklahoma City,OK,Millwood HS,http://www.okstate.com/sports/m-footbl/mtt/woods_donovan00.html,74
