Year,unitid,Institution_Name,Award_Level,CIP_Classificaiton,cipcode,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1984-1985,209551,University of Oregon,Bachelor's degree,Physical Sciences,40',56,40,16,46,33,13,0,0,0,0,0,0,4,2,2,0,0,0,6,5,1
1984-1985,209551,University of Oregon,Bachelor's degree,Psychology,42',157,59,98,143,52,91,1,1,0,1,0,1,6,2,4,2,2,0,4,2,2
1984-1985,209551,University of Oregon,Bachelor's degree,Social Sciences,45',336,221,115,293,192,101,5,3,2,5,5,0,12,8,4,1,0,1,20,13,7
1984-1985,209551,University of Oregon,Bachelor's degree,Area and Ethnic Studies,5',5,3,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Computer and Information Sciences,11',83,46,37,79,42,37,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0
1984-1985,217882,Clemson University,Bachelor's degree,Health Sciences,18',95,4,91,90,4,86,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Parks and Recreation,31',51,17,34,49,16,33,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
1984-1985,217882,Clemson University,Bachelor's degree,Architecture and Environmental Design,4',106,84,22,100,79,21,2,1,1,1,1,0,2,2,0,0,0,0,1,1,0
1984-1985,217882,Clemson University,Bachelor's degree,Physical Sciences,40',19,16,3,18,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,217882,Clemson University,Bachelor's degree,Business and Management,6',457,229,228,445,220,225,10,8,2,0,0,0,0,0,0,0,0,0,2,1,1
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Engineering,14',216,185,31,177,154,23,19,13,6,0,0,0,3,2,1,1,1,0,16,15,1
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Letters,23',59,20,39,54,19,35,4,1,3,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,218663,University of South Carolina-Columbia,Bachelor's degree,Social Sciences,45',338,218,120,294,194,100,36,18,18,1,1,0,3,2,1,1,0,1,3,3,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Communications,9',200,66,134,193,64,129,4,1,3,2,1,1,1,0,1,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Foreign Languages,16',18,4,14,14,4,10,0,0,0,3,0,3,0,0,0,0,0,0,1,0,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Mathematics,27',16,4,12,15,4,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Renewable Natural Resources,3',7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Philosophy and Religion,38',4,3,1,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Education,13',430,51,379,381,42,339,7,1,6,33,6,27,4,0,4,1,0,1,4,2,2
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Engineering,14',953,818,135,674,579,95,9,6,3,73,60,13,53,41,12,1,1,0,143,131,12
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Allied Health,17',10,3,7,5,1,4,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Architecture and Environmental Design,4',70,50,20,52,38,14,2,1,1,14,10,4,0,0,0,0,0,0,2,1,1
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Physical Sciences,40',219,163,56,197,144,53,2,2,0,12,11,1,4,2,2,0,0,0,4,4,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Psychology,42',253,105,148,215,90,125,6,0,6,23,11,12,2,2,0,0,0,0,7,2,5
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Visual and Performing Arts,50',254,73,181,221,60,161,2,1,1,24,7,17,2,1,1,0,0,0,5,4,1
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Business (Administrative Support),7',131,58,73,105,47,58,5,1,4,8,5,3,3,1,2,0,0,0,10,4,6
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Communications,9',925,318,607,821,279,542,22,7,15,56,22,34,7,2,5,3,1,2,16,7,9
1984-1985,230728,Utah State University,Bachelor's degree,Engineering and Engineering Related Technologies,15',23,22,1,21,20,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1984-1985,230728,Utah State University,Bachelor's degree,Psychology,42',43,27,16,41,27,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1984-1985,230728,Utah State University,Bachelor's degree,Mechanics and Repairers,47',31,31,0,21,21,0,0,0,0,0,0,0,1,1,0,0,0,0,9,9,0
1984-1985,230728,Utah State University,Bachelor's degree,Area and Ethnic Studies,5',5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,243744,Stanford University,Bachelor's degree,Area and Ethnic Studies,5',24,7,17,24,7,17,1,0,1,1,0,1,2,0,2,1,0,1,1,0,1
1984-1985,221999,Vanderbilt University,Bachelor's degree,Life Sciences,26',76,48,28,70,42,28,4,4,0,0,0,0,1,1,0,0,0,0,1,1,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Multi/Interdisciplinary Studies,30',52,13,39,50,12,38,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,221999,Vanderbilt University,Bachelor's degree,Social Sciences,45',292,184,108,277,178,99,11,2,9,1,1,0,1,1,0,0,0,0,2,2,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Engineering,14',112,100,12,84,75,9,5,4,1,7,6,1,4,4,0,0,0,0,12,11,1
1984-1985,228246,Southern Methodist University,Bachelor's degree,Engineering and Engineering Related Technologies,15',4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Allied Health,17',3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Letters,23',67,22,45,65,20,45,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Life Sciences,26',25,16,9,20,14,6,2,0,2,0,0,0,2,1,1,0,0,0,1,1,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Philosophy and Religion,38',5,4,1,4,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,228246,Southern Methodist University,Bachelor's degree,Business and Management,6',504,268,236,471,251,220,7,0,7,16,8,8,3,2,1,0,0,0,7,7,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Education,13',609,130,479,591,123,468,7,4,3,11,3,8,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Agricultural Sciences,2',358,231,127,337,215,122,3,2,1,7,5,2,2,1,1,1,1,0,8,7,1
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Letters,23',48,13,35,47,13,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Parks and Recreation,31',38,16,22,35,15,20,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0
1984-1985,228723,Texas A & M University-College Station,Bachelor's degree,Marketing and Distribution,8',139,112,27,131,108,23,2,1,1,5,2,3,1,1,0,0,0,0,0,0,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Letters,23',205,73,132,181,65,116,6,1,5,13,5,8,0,0,0,0,0,0,5,2,3
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Liberal/General Studies,24',111,51,60,107,50,57,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Life Sciences,26',258,147,111,201,116,85,8,2,6,35,21,14,10,6,4,0,0,0,4,2,2
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Philosophy and Religion,38',23,17,6,20,15,5,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Public Affairs,44',41,7,34,30,4,26,3,0,3,6,2,4,1,1,0,0,0,0,1,0,1
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Social Sciences,45',641,382,259,522,314,208,23,7,16,72,42,30,3,2,1,2,1,1,19,16,3
1984-1985,228778,The University of Texas at Austin,Bachelor's degree,Area and Ethnic Studies,5',44,25,19,30,17,13,3,1,2,8,4,4,0,0,0,0,0,0,3,3,0
1984-1985,230728,Utah State University,Bachelor's degree,Agricultural Business and Production,1',21,18,3,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1
1984-1985,230728,Utah State University,Bachelor's degree,Foreign Languages,16',8,5,3,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,230728,Utah State University,Bachelor's degree,Allied Health,17',4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Public Affairs,44',13,5,8,12,4,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1984-1985,230728,Utah State University,Bachelor's degree,Social Sciences,45',86,57,29,77,52,25,2,1,1,0,0,0,1,1,0,0,0,0,6,3,3
1984-1985,230728,Utah State University,Bachelor's degree,Business and Management,6',270,203,67,248,189,59,1,1,0,2,2,0,2,2,0,1,1,0,16,8,8
1984-1985,230728,Utah State University,Bachelor's degree,Communications,9',9,3,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,243744,Stanford University,Bachelor's degree,Engineering,14',320,235,85,244,179,65,14,12,2,20,16,4,26,20,6,0,0,0,15,8,7
1984-1985,243744,Stanford University,Bachelor's degree,Psychology,42',64,20,44,42,13,29,6,1,5,7,2,5,3,3,0,3,0,3,3,1,2
1984-1985,134097,Florida State University,Bachelor's degree,Foreign Languages,16',28,6,22,24,5,19,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0
1984-1985,134097,Florida State University,Bachelor's degree,Allied Health,17',33,4,29,27,4,23,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0
1984-1985,134097,Florida State University,Bachelor's degree,Letters,23',102,31,71,95,30,65,5,0,5,0,0,0,1,1,0,0,0,0,1,0,1
1984-1985,134097,Florida State University,Bachelor's degree,Physical Sciences,40',68,55,13,61,49,12,1,1,0,2,2,0,2,2,0,0,0,0,1,0,1
1984-1985,134097,Florida State University,Bachelor's degree,Psychology,42',154,65,89,132,55,77,11,4,7,7,2,5,1,1,0,1,1,0,2,2,0
1984-1985,134097,Florida State University,Bachelor's degree,Public Affairs,44',54,10,44,43,8,35,9,2,7,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,134097,Florida State University,Bachelor's degree,Social Sciences,45',439,295,144,387,266,121,32,16,16,16,10,6,2,1,1,0,0,0,2,2,0
1984-1985,134097,Florida State University,Bachelor's degree,Communications,9',199,69,130,180,63,117,14,5,9,4,1,3,0,0,0,0,0,0,1,0,1
1984-1985,134130,University of Florida,Bachelor's degree,Engineering and Engineering Related Technologies,15',114,112,2,107,105,2,2,2,0,3,3,0,0,0,0,0,0,0,1,1,0
1984-1985,134130,University of Florida,Bachelor's degree,Home Economics,19',9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,134130,University of Florida,Bachelor's degree,Life Sciences,26',183,119,64,144,100,44,4,3,1,20,10,10,7,3,4,0,0,0,7,3,4
1984-1985,134130,University of Florida,Bachelor's degree,Mathematics,27',74,51,23,55,38,17,7,5,2,5,4,1,5,2,3,0,0,0,2,2,0
1984-1985,134130,University of Florida,Bachelor's degree,Visual and Performing Arts,50',99,41,58,87,38,49,3,0,3,8,3,5,0,0,0,0,0,0,1,0,1
1984-1985,134130,University of Florida,Bachelor's degree,Communications,9',457,150,307,406,137,269,12,4,8,27,6,21,4,0,4,1,0,1,5,2,3
1984-1985,135726,University of Miami,Bachelor's degree,Education,13',74,19,55,48,11,37,12,4,8,12,4,8,0,0,0,0,0,0,2,0,2
1984-1985,135726,University of Miami,Bachelor's degree,Foreign Languages,16',9,1,8,6,1,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
1984-1985,135726,University of Miami,Bachelor's degree,Health Sciences,18',213,65,148,120,29,91,19,3,16,59,27,32,6,4,2,1,0,1,8,2,6
1984-1985,135726,University of Miami,Bachelor's degree,Philosophy and Religion,38',4,3,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1984-1985,135726,University of Miami,Bachelor's degree,Physical Sciences,40',67,46,21,38,27,11,2,1,1,11,8,3,1,0,1,0,0,0,15,10,5
1984-1985,135726,University of Miami,Bachelor's degree,Public Affairs,44',6,3,3,4,3,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
1984-1985,135726,University of Miami,Bachelor's degree,Marketing and Distribution,8',68,38,30,34,19,15,3,3,0,21,9,12,0,0,0,0,0,0,10,7,3
1984-1985,135726,University of Miami,Bachelor's degree,Communications,9',113,37,76,77,31,46,3,0,3,28,5,23,1,0,1,0,0,0,4,1,3
1984-1985,139959,University of Georgia,Bachelor's degree,Engineering,14',43,39,4,41,37,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1984-1985,139959,University of Georgia,Bachelor's degree,Vocational Home Economics,20',48,1,47,47,1,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,139959,University of Georgia,Bachelor's degree,Renewable Natural Resources,3',39,32,7,38,31,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1984-1985,139959,University of Georgia,Bachelor's degree,Philosophy and Religion,38',9,5,4,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,139959,University of Georgia,Bachelor's degree,Architecture and Environmental Design,4',26,21,5,26,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,139959,University of Georgia,Bachelor's degree,Physical Sciences,40',66,54,12,64,53,11,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,139959,University of Georgia,Bachelor's degree,Protective Services,43',33,20,13,29,18,11,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,139959,University of Georgia,Bachelor's degree,Communications,9',275,69,206,265,68,197,9,1,8,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,142115,Boise State University,Bachelor's degree,Agricultural Business and Production,1',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,142115,Boise State University,Bachelor's degree,Computer and Information Sciences,11',51,35,16,47,34,13,0,0,0,1,0,1,2,0,2,0,0,0,1,1,0
1984-1985,142115,Boise State University,Bachelor's degree,Education,13',131,27,104,120,25,95,1,1,0,6,0,6,2,0,2,1,1,0,1,0,1
1984-1985,142115,Boise State University,Bachelor's degree,Engineering,14',7,2,5,5,2,3,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1984-1985,142115,Boise State University,Bachelor's degree,Public Affairs,44',10,3,7,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,142115,Boise State University,Bachelor's degree,Marketing and Distribution,8',4,1,3,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,147767,Northwestern University,Bachelor's degree,Philosophy and Religion,38',16,9,7,15,9,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,147767,Northwestern University,Bachelor's degree,Communications,9',304,128,176,248,108,140,34,14,20,8,3,5,12,3,9,1,0,1,1,0,1
1984-1985,152080,University of Notre Dame,Bachelor's degree,Health Sciences,18',135,95,40,123,90,33,1,0,1,8,3,5,2,1,1,0,0,0,0,0,0
1984-1985,152080,University of Notre Dame,Bachelor's degree,Letters,23',103,54,49,101,53,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1984-1985,152080,University of Notre Dame,Bachelor's degree,Physical Sciences,40',46,31,15,44,31,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,152080,University of Notre Dame,Bachelor's degree,Social Sciences,45',299,211,88,278,198,80,8,5,3,11,6,5,2,2,0,0,0,0,0,0,0
1984-1985,152080,University of Notre Dame,Bachelor's degree,Business and Management,6',459,348,111,426,328,98,11,6,5,12,8,4,9,5,4,0,0,0,1,1,0
1984-1985,155399,Kansas State University,Bachelor's degree,Allied Health,17',12,1,11,10,0,10,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
1984-1985,155399,Kansas State University,Bachelor's degree,Life Sciences,26',118,59,59,109,53,56,1,1,0,4,3,1,3,1,2,0,0,0,1,1,0
1984-1985,155399,Kansas State University,Bachelor's degree,Physical Sciences,40',74,63,11,71,60,11,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0
1984-1985,155399,Kansas State University,Bachelor's degree,Social Sciences,45',192,111,81,173,97,76,6,4,2,7,7,0,2,2,0,1,1,0,3,0,3
1984-1985,155399,Kansas State University,Bachelor's degree,Business and Management,6',523,293,230,503,284,219,9,4,5,4,2,2,5,2,3,0,0,0,2,1,1
1984-1985,157289,University of Louisville,Bachelor's degree,Computer and Information Sciences,11',8,3,5,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,157289,University of Louisville,Bachelor's degree,Health Sciences,18',20,2,18,18,1,17,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1984-1985,157289,University of Louisville,Bachelor's degree,Liberal/General Studies,24',22,6,16,18,5,13,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,157289,University of Louisville,Bachelor's degree,Mathematics,27',18,12,6,16,11,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,157289,University of Louisville,Bachelor's degree,Protective Services,43',30,20,10,28,19,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Education,13',288,41,247,274,37,237,10,2,8,2,1,1,0,0,0,0,0,0,2,1,1
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Foreign Languages,16',18,6,12,14,5,9,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Mathematics,27',8,2,6,7,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Philosophy and Religion,38',5,1,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Psychology,42',97,24,73,92,24,68,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Business (Administrative Support),7',9,0,9,7,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,159391,Louisiana State University and Agricultural & Mechanical College,Bachelor's degree,Communications,9',170,52,118,155,50,105,12,2,10,1,0,1,0,0,0,0,0,0,2,0,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Engineering,14',1028,834,194,869,701,168,17,8,9,6,5,1,49,36,13,6,5,1,81,79,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Health Sciences,18',206,3,203,186,3,183,5,0,5,0,0,0,1,0,1,1,0,1,0,0,0
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Liberal/General Studies,24',282,163,119,248,145,103,15,5,10,4,2,2,7,4,3,3,2,1,5,5,0
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Mathematics,27',75,43,32,63,34,29,4,4,0,1,0,1,5,4,1,0,0,0,2,1,1
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Architecture and Environmental Design,4',79,60,19,72,55,17,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Physical Sciences,40',101,78,23,91,71,20,1,1,0,0,0,0,4,3,1,1,0,1,4,3,1
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Social Sciences,45',780,461,319,722,432,290,23,11,12,9,5,4,10,5,5,1,1,0,15,7,8
1984-1985,170976,University of Michigan-Ann Arbor,Bachelor's degree,Business and Management,6',296,165,131,269,153,116,7,3,4,3,1,2,10,5,5,0,0,0,7,3,4
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Computer and Information Sciences,11',80,57,23,65,45,20,0,0,0,1,0,1,13,11,2,1,1,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Foreign Languages,16',32,14,18,29,13,16,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Health Sciences,18',29,8,21,27,7,20,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Letters,23',54,26,28,51,24,27,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Life Sciences,26',101,62,39,98,59,39,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Parks and Recreation,31',23,4,19,23,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Philosophy and Religion,38',5,4,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Architecture and Environmental Design,4',45,36,9,44,36,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Psychology,42',63,16,47,63,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Business and Management,6',634,380,254,619,369,250,1,1,0,2,2,0,12,8,4,0,0,0,0,0,0
1984-1985,181464,University of Nebraska-Lincoln,Bachelor's degree,Communications,9',213,76,137,206,73,133,5,3,2,0,0,0,2,0,2,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Home Economics,19',56,1,55,50,1,49,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Renewable Natural Resources,3',25,17,8,25,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Multi/Interdisciplinary Studies,30',1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Protective Services,43',31,21,10,24,17,7,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Business and Management,6',370,205,165,324,182,142,29,13,16,13,8,5,4,2,2,0,0,0,0,0,0
1984-1985,186380,Rutgers University-New Brunswick,Bachelor's degree,Communications,9',304,76,228,260,65,195,30,6,24,8,3,5,4,2,2,2,0,2,0,0,0
1984-1985,198419,Duke University,Bachelor's degree,Health Sciences,18',2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,198419,Duke University,Bachelor's degree,Multi/Interdisciplinary Studies,30',8,5,3,7,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1984-1985,198419,Duke University,Bachelor's degree,Physical Sciences,40',86,55,31,79,51,28,1,1,0,0,0,0,6,3,3,0,0,0,0,0,0
1984-1985,198419,Duke University,Bachelor's degree,Area and Ethnic Studies,5',13,4,9,10,3,7,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Foreign Languages,16',34,10,24,32,10,22,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Mathematics,27',143,73,70,132,69,63,8,2,6,0,0,0,2,1,1,0,0,0,1,1,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Philosophy and Religion,38',14,10,4,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Area and Ethnic Studies,5',64,20,44,59,19,40,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Business and Management,6',586,289,297,555,274,281,26,13,13,0,0,0,3,1,2,2,1,1,0,0,0
1984-1985,199120,University of North Carolina at Chapel Hill,Bachelor's degree,Communications,9',319,124,195,287,114,173,29,8,21,1,1,0,0,0,0,1,0,1,1,1,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Agricultural Business and Production,1',85,67,18,82,65,17,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Education,13',800,265,535,731,214,517,15,7,8,5,2,3,4,1,3,3,1,2,42,40,2
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Letters,23',89,34,55,83,32,51,2,1,1,3,1,2,1,0,1,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Mathematics,27',50,37,13,39,31,8,5,2,3,0,0,0,2,1,1,0,0,0,4,3,1
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Renewable Natural Resources,3',85,62,23,85,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Psychology,42',194,72,122,178,69,109,9,2,7,3,1,2,2,0,2,1,0,1,1,0,1
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Business and Management,6',921,589,332,868,559,309,14,7,7,8,5,3,8,4,4,1,1,0,22,13,9
1984-1985,204796,Ohio State University-Main Campus,Bachelor's degree,Communications,9',389,140,249,369,133,236,15,3,12,1,0,1,1,1,0,2,2,0,1,1,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering,14',378,352,26,241,221,20,4,3,1,2,1,1,15,15,0,2,2,0,114,110,4
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Engineering and Engineering Related Technologies,15',268,254,14,225,215,10,8,6,2,1,1,0,5,4,1,3,3,0,26,25,1
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Health Sciences,18',31,3,28,27,3,24,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Agricultural Sciences,2',167,123,44,142,103,39,2,2,0,2,2,0,2,1,1,3,2,1,16,13,3
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Letters,23',41,16,25,38,15,23,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Renewable Natural Resources,3',24,19,5,24,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984-1985,207388,Oklahoma State University-Main Campus,Bachelor's degree,Parks and Recreation,31',26,6,20,24,4,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
