Draft Year,ID Pick,Round,Round.Pick,Pick Number,Draft Team,Team Traded To,Team,Player,Height,Height (inches),Weight (lbs),College,Birthday
1969,4.1,4,1,44,Suns,,Suns,Dennis Stewart,6'6'',78,220,Michigan,4/11/1947
1969,4.2,4,2,45,Bucks,,Bucks,Bob Dandridge,6'6'',78,195,Norfolk State,11/15/1947
1969,4.3,4,3,46,Supersonics,,Supersonics,Hal Booker,6'10'',82,230,Cheyney State,7/20/1945
1969,4.4,4,4,47,Pistons,,Pistons,Ted Wierman,,,,,
1969,4.5,4,5,48,Bulls,,Bulls,Dave Nash,,,,,
1969,4.6,4,6,49,Rockets,,Rockets,Johnny Allen,,,,,
1969,4.7,4,7,50,Warriors,,Warriors,Lee Lafayette,,,,,
1969,4.8,4,8,51,Royals,,Royals,Ron Sanford,6'9'',81,215,New Mexico,6/11/1946
1969,4.9,4,9,52,Celtics,,Celtics,Steve Kuberski,6'8'',80,215,Bradley,11/6/1947
1969,4.1,4,1,53,Hawks,,Hawks,Billy Hann,,,,,
1969,4.11,4,11,54,Knicks,,Knicks,Elnardo Webster,6'5'',77,190,St. Peter's,3/6/1948
1969,4.12,4,12,55,Hawks,,Hawks,Don Griffin,,,,,
1969,4.13,4,13,56,76ers,,76ers,Dave Scholz,6'8'',80,220,Illinois,4/12/1948
1969,4.14,4,14,57,Bullets,,Bullets,Gene Ford,,,,,
1969,5.1,5,1,58,Suns,,Suns,Rich Jones,6'6'',78,220,Memphis State,12/27/1946
1969,5.2,5,2,59,Bucks,,Bucks,Ken Heitz,,,,,
1969,5.3,5,3,60,Supersonics,,Supersonics,Jerry King,,,,,
1969,5.4,5,4,61,Pistons,,Pistons,Steve Mix,6'7'',79,215,Toledo,12/30/1947
1969,5.5,5,5,62,Bulls,,Bulls,Chris Ellis,,,,,
1969,5.6,5,6,63,Rockets,,Rockets,Charles Hentz,6'5'',77,210,Arkansas AM&N,9/13/1947
1969,5.7,5,7,64,Warriors,,Warriors,Willie Wise,6'5'',77,210,Drake,3/3/1947
1969,5.8,5,8,65,Royals,,Royals,Jake Ford,6'3'',75,180,Maryland State,4/29/1946
1969,5.9,5,9,66,Celtics,,Celtics,George Thompson,6'2'',74,200,Marquette,11/29/1947
1969,5.1,5,1,67,Hawks,,Hawks,Mike Mitchell,,,,,
1969,5.11,5,11,68,Knicks,,Knicks,Gene Littles,6'0'',72,160,High Point,6/29/1943
1969,5.12,5,12,69,Lakers,,Lakers,Wilbert Jones,6'8'',80,205,Albany State (GA),2/27/1947
1969,5.13,5,13,70,76ers,,76ers,Joe Cromer,,,,,
1969,5.14,5,14,71,Bullets,,Bullets,Willie Jackson,,,,,
1969,6.1,6,1,72,Suns,,Suns,Dan Sadlier,,,,,
1969,5.5,5,5,73,Bullets,,Bullets,Mike Davis,6'3'',75,185,Virginia Union,7/26/1946
1969,5.5,5,5,73,Royals,,Royals,Mike Davis,,,,,
1969,6.2,6,2,73,Bucks,,Bucks,John Arthurs,6'4'',76,185,Tulane,8/15/1947
1969,6.3,6,3,74,Supersonics,,Supersonics,Ben McGilmer,,,,,
1969,6.4,6,4,75,Pistons,,Pistons,Larry Jeffries,,,,,
1969,6.5,6,5,76,Bulls,,Bulls,George Tinsley,6'5'',77,205,Kentucky Wesleyan,9/19/1946
1969,6.6,6,6,77,Rockets,,Rockets,Bob Tallent,,,,,
1969,6.7,6,7,78,Warriors,,Warriors,Dan Obravak,,,,,
1969,6.8,6,8,79,Royals,,Royals,Mel Coleman,,,,,
1969,6.9,6,9,80,Celtics,,Celtics,Dolph Pulliam,,,,,
1969,6.1,6,1,81,Hawks,,Hawks,Guy Mackner,,,,,
1969,6.11,6,11,82,Knicks,,Knicks,Dwight Durante,,,,,
1969,6.12,6,12,83,Lakers,,Lakers,Dick Grubar,6'4'',76,184,North Carolina,7/26/1947
1969,6.13,6,13,84,76ers,,76ers,John Jones,,,,,
1969,6.14,6,14,85,Bullets,,Bullets,Paul Loveday,,,,,
1969,7.1,7,1,86,Suns,,Suns,Bill Sweet,,,,,
1969,7.2,7,2,87,Bucks,,Bucks,Bill Keller,5'10'',70,177,Purdue,8/30/1947
1969,7.3,7,3,88,Supersonics,,Supersonics,Greg Wittman,6'8'',80,210,Western Carolina,5/10/1947
1969,7.4,7,4,89,Pistons,,Pistons,Steve Vandenberg,,,,,
1969,7.5,7,5,90,Bulls,,Bulls,Frank Judge,,,,,
1969,7.6,7,6,91,Rockets,,Rockets,Lynn Shackelford,6'5'',77,190,UCLA,8/27/1947
1969,7.7,7,7,92,Warriors,,Warriors,Pat Foley,,,,,
1969,7.8,7,8,93,Royals,,Royals,LC Bowen,,,,,
1969,7.9,7,9,94,Celtics,,Celtics,Jim Johnson,,,,,
1969,7.1,7,1,95,Hawks,,Hawks,Bob Bundy,,,,,
1969,7.11,7,11,96,Knicks,,Knicks,Chris Thomforde,,,,,
1969,7.12,7,12,97,Lakers,,Lakers,Kari Liimbo,,,,,
1969,7.13,7,13,98,76ers,,76ers,Dave Hamilton,,,,,
1969,7.14,7,14,99,Bullets,,Bullets,Jeff Claypool,,,,,
1969,8.1,8,1,100,Suns,,Suns,Bob Edwards,,,,,
1969,8.2,8,2,101,Bucks,,Bucks,John Schell,,,,,
1969,8.3,8,3,102,Supersonics,,Supersonics,Theartis Wallace,,,,,
1969,8.4,8,4,103,Pistons,,Pistons,Bob Arnzen,,,,,
1969,8.5,8,5,104,Bulls,,Bulls,Roger Moller,,,,,
1969,8.6,8,6,105,Rockets,,Rockets,Bill DeHeer,,,,,
1969,8.7,8,7,106,Warriors,,Warriors,Steve Rippe,,,,,
1969,8.8,8,8,107,Royals,,Royals,Merton Bancroft,,,,,
1969,8.9,8,9,108,Celtics,,Celtics,Bob Whitmore,,,,,
1969,8.1,8,1,109,Hawks,,Hawks,Bob Christian,6'10'',82,255,Grambling,5/11/1946
1969,8.11,8,11,110,Knicks,,Knicks,Jim Healey,,,,,
1969,8.12,8,12,111,Lakers,,Lakers,Joe Smith,,,,,
1969,8.13,8,13,112,76ers,,76ers,Jim Bowles,,,,,
1969,8.14,8,14,113,Bullets,,Bullets,Barry White,,,,,
1969,9.1,9,1,114,Suns,,Suns,Steve Jennings,,,,,
1969,9.2,9,2,115,Bucks,,Bucks,Jim Satalin,,,,,
1969,9.3,9,3,116,Supersonics,,Supersonics,Vince Fritz,,,,,
1969,9.4,9,4,117,Pistons,,Pistons,George Reynolds,6'4'',76,195,Houston,11/23/1947
1969,9.5,9,5,118,Bulls,,Bulls,Sterling Burke,,,,,
1969,9.6,9,6,119,Rockets,,Rockets,Larry Cheatham,,,,,
1969,9.7,9,7,120,Warriors,,Warriors,Greg Reed,,,,,
1969,9.8,9,8,121,Royals,,Royals,James Hurley,,,,,
1969,9.9,9,9,122,Celtics,,Celtics,Gordon Smith,,,,,
1969,9.1,9,1,123,Hawks,,Hawks,Pete Gayeska,,,,,
1969,9.11,9,11,124,Knicks,,Knicks,Roger Walaszak,,,,,
1969,9.12,9,12,125,Lakers,,Lakers,Jim Smith,,,,,
1969,9.13,9,13,126,76ers,,76ers,Larry Lewis,,,,,
1969,9.14,9,14,127,Bullets,,Bullets,Gary Major,,,,,
1969,10.1,10,1,128,Suns,,Suns,Rich Abrahamson,,,,,
1969,10.2,10,2,129,Bucks,,Bucks,Willie Brown,,,,,
1969,10.3,10,3,130,Supersonics,,Supersonics,Al Cueto,6'7'',79,230,Tulsa,8/2/1946
1969,10.4,10,4,131,Pistons,,Pistons,Bill English,,,,,
1969,10.5,10,5,132,Bulls,,Bulls,Al Smith,,,,,
1969,10.6,10,6,133,Rockets,,Rockets,Lee Sims,,,,,
1969,10.7,10,7,134,Warriors,,Warriors,Dick Chapman,,,,,
1969,10.8,10,8,135,Royals,,Royals,Bill Bowes,,,,,
1969,10.9,10,9,136,Celtics,,Celtics,Jim Picka,,,,,
1969,10.1,10,1,137,Hawks,,Hawks,Dick Stewart,,,,,
1969,10.11,10,11,138,Knicks,,Knicks,Frank McLaughlin,,,,,
1969,10.12,10,12,139,Lakers,,Lakers,Phil Argento,,,,,
1969,10.13,10,13,140,76ers,,76ers,Bill Justus,,,,,
1969,10.14,10,14,141,Bullets,,Bullets,Frank Bartleson,,,,,
1969,11.1,11,1,142,Suns,,Suns,Fred Lind,,,,,
1969,11.2,11,2,143,Bucks,,Bucks,Bob Presley,,,,,
1969,11.3,11,3,144,Supersonics,,Supersonics,Jim Connolly,,,,,
1969,11.4,11,4,145,Pistons,,Pistons,Rusty Clark,,,,,
1969,11.5,11,5,146,Bulls,,Bulls,Larry Bergh,6'7'',79,210,Tuskegee,4/2/1945
1969,11.6,11,6,147,Rockets,,Rockets,Justus Thigpen,6'1'',73,160,Weber State,8/13/1947
1969,11.7,11,7,148,Warriors,,Warriors,Rich Holmberg,,,,,
1969,11.8,11,8,149,Royals,,Royals,Jim Supple,,,,,
1969,11.9,11,9,150,Celtics,,Celtics,Larry Frinston,,,,,
1969,11.1,11,1,151,Hawks,,Hawks,Loran Bracci,,,,,
1969,11.11,11,11,152,Knicks,,Knicks,Marvin Lewis,,,,,
1969,11.12,11,12,153,Lakers,,Lakers,Ron Peret,,,,,
1969,11.13,11,13,154,76ers,,76ers,Bruce Sloan,,,,,
1969,11.14,11,14,155,Bullets,,Bullets,Gerald McKee,6'3'',75,190,Ohio University,8/4/1946
1969,12.1,12,1,156,Suns,,Suns,Bob Miller,,,,,
1969,12.2,12,2,157,Bucks,,Bucks,Jack Lutz,,,,,
1969,12.3,12,3,158,Supersonics,,Supersonics,John Smith,,,,,
1969,12.4,12,4,159,Bulls,,Bulls,Harry Hall,,,,,
1969,12.5,12,5,160,Rockets,,Rockets,Raul Duarte,,,,,
1969,12.6,12,6,161,Warriors,,Warriors,Joe Callahan,,,,,
1969,12.8,12,8,163,Celtics,,Celtics,Rod Forbes,,,,,
1969,12.9,12,9,164,Hawks,,Hawks,Dave Jones,,,,,
1969,12.1,12,1,165,Knicks,,Knicks,Bill ORourke,,,,,
1969,12.11,12,11,166,Lakers,,Lakers,Jack Gillespie,6'6'',78,215,Montana State,10/1/1947
1969,12.12,12,12,167,76ers,,76ers,Roland Taylor,6'0'',72,175,LaSalle,3/13/1946
1969,12.13,12,13,168,Bullets,,Bullets,Bob Washington,5'11'',71,175,Eastern Kentucky,7/11/1947
1969,13.1,13,1,169,Suns,,Suns,Andy White,,,,,
1969,13.2,13,2,170,Bucks,,Bucks,Lee Osgood,,,,,
1969,13.3,13,3,171,Supersonics,,Supersonics,Bob Burrow,,,,,
1969,13.4,13,4,172,Bulls,,Bulls,Rick Kirkland,,,,,
1969,13.5,13,5,173,Rockets,,Rockets,Joe McBride,,,,,
1969,13.6,13,6,174,Royals,,Royals,Ted Johnson,,,,,
1969,13.7,13,7,175,Celtics,,Celtics,Billy Evans,6'0'',72,170,Boston College,3/3/1947
1969,13.8,13,8,176,Hawks,,Hawks,Dick Barton,,,,,
1969,13.9,13,9,177,Knicks,,Knicks,James Wyatt,,,,,
1969,13.1,13,1,178,Lakers,,Lakers,Mallory Chestnutt,,,,,
1969,13.11,13,11,179,Bullets,,Bullets,Bill Thompson,,,,,
1969,14.1,14,1,180,Suns,,Suns,Marv Schmitt,,,,,
1969,14.2,14,2,181,Bucks,,Bucks,Laymon Stewart,,,,,
1969,14.3,14,3,182,Supersonics,,Supersonics,Jerry Conley,,,,,
1969,14.4,14,4,183,Bulls,,Bulls,Bill Boight,,,,,
1969,14.5,14,5,184,Rockets,,Rockets,Mike Heckman,,,,,
1969,14.6,14,6,185,Hawks,,Hawks,Mike Dahl,,,,,
1969,14.7,14,7,186,Knicks,,Knicks,Rich Travis,,,,,
1969,14.8,14,8,187,Lakers,,Lakers,Mack Calvin,6'0'',72,165,USC,7/27/1947
1969,14.9,14,9,188,Bullets,,Bullets,Perry Johnson,,,,,
1969,15.1,15,1,189,Suns,,Suns,Bob Beamon,,,,,
1969,15.2,15,2,190,Bucks,,Bucks,Stan Wiodarszek,,,,,
1969,15.3,15,3,191,Supersonics,,Supersonics,Ernie Powell,,,,,
1969,15.4,15,4,192,Rockets,,Rockets,Jerry Nickens,,,,,
1969,15.5,15,5,193,Hawks,,Hawks,Norm Carmichael,,,,,
1969,15.6,15,6,194,Bullets,,Bullets,Jodie Harrison,,,,,
1969,16.1,16,1,195,Suns,,Suns,Wayne Huckel,,,,,
1969,16.2,16,2,196,Bucks,,Bucks,Bill Voigt,,,,,
1969,16.3,16,3,197,Supersonics,,Supersonics,Danny Cornett,,,,,
1969,16.4,16,4,198,Rockets,,Rockets,Dick Groves,,,,,
1969,16.5,16,5,199,Hawks,,Hawks,Buddy Cornelius,,,,,
1969,16.6,16,6,200,Bullets,,Bullets,Phil Harris,,,,,
1969,17.1,17,1,201,Suns,,Suns,Howie Dickerman,,,,,
1969,17.2,17,2,202,Bucks,,Bucks,Lynn Phillips,,,,,
1969,17.3,17,3,203,Supersonics,,Supersonics,Steve Honeycutt,,,,,
1969,17.4,17,4,204,Rockets,,Rockets,Steve Howell,,,,,
1969,17.5,17,5,205,Hawks,,Hawks,John Tolmie,,,,,
1969,17.6,17,6,206,Bullets,,Bullets,Tom Haggart,,,,,
1969,18.1,18,1,207,Suns,,Suns,Al Nuness,,,,,
1969,18.2,18,2,208,Bucks,,Bucks,Ken Hall,,,,,
1969,18.3,18,3,209,Rockets,,Rockets,Joe Pridgen,,,,,
1969,18.4,18,4,210,Hawks,,Hawks,Cliff Parsons,,,,,
1969,18.5,18,5,211,Bullets,,Bullets,Chip Case,,,,,
1969,19.1,19,1,212,Suns,,Suns,Solomon Davis,,,,,
1969,19.2,19,2,213,Rockets,,Rockets,Blaine Royer,,,,,
1969,19.3,19,3,214,Hawks,,Hawks,Grady OMalley,,,,,
1969,19.4,19,4,215,Bullets,,Bullets,Brian Heaney,6'2'',74,180,Acadia,9/3/1946
1969,20.1,20,1,216,Suns,,Suns,Jim Plump,,,,,
1969,20.2,20,2,217,Hawks,,Hawks,Carl Rodwell,,,,,
1969,20.3,20,3,218,Bullets,,Bullets,Stan McKain,,,,,
1968,1.1,1,1,1,Rockets,,Rockets,Elvin Hayes,6'9'',81,235,Houston,11/17/1945
1968,1.2,1,2,2,Bullets,,Bullets,Wes Unseld,6'7'',79,245,Louisville,3/14/1946
1968,1.3,1,3,3,Supersonics,,Supersonics,Bob Kauffman,6'8'',80,240,Guilford,7/13/1946
1968,1.4,1,4,4,Bulls,,Bulls,Tom Boerwinkle,7'0'',84,265,Tennessee,8/23/1945
1968,1.5,1,5,5,Royals,,Royals,Don Smith,6'9'',81,235,Iowa State,4/7/1946
1968,1.6,1,6,6,Pistons,,Pistons,Otto Moore,6'11'',83,205,Pan American,8/27/1946
1968,1.7,1,7,7,Bucks,,Bucks,Charles Paulk,6'8'',80,219,NE Oklahoma State,6/14/1946
1968,1.8,1,8,8,Suns,,Suns,Gary Gregor,,,,,
1968,1.9,1,9,9,Warriors,,Warriors,Ron Williams,6'3'',75,188,West Virginia,9/24/1944
1968,1.1,1,1,10,Knicks,,Knicks,Bill Hosket,6'7'',79,225,Ohio State,12/20/1946
1968,1.11,1,11,11,Lakers,,Lakers,Bill Hewitt,6'7'',79,210,USC,8/8/1944
1968,1.12,1,12,12,Celtics,,Celtics,Don Chaney,6'5'',77,210,Houston,3/22/1946
1968,1.13,1,13,13,Hawks,,Hawks,Skip Harlicka,6'1'',73,185,South Carolina,10/14/1946
1968,1.14,1,14,14,76ers,,76ers,Shaler Halimon,6'5'',77,199,Utah State,3/30/1945
1968,2.1,2,1,15,Rockets,,Rockets,John Trapp,6'7'',79,210,UNLV,10/2/1945
1968,2.2,2,2,16,Supersonics,,Supersonics,Art Harris,6'4'',76,185,Stanford,1/13/1947
1968,2.3,2,3,17,Bulls,,Bulls,Loy Petersen,6'5'',77,205,Oregon State,7/26/1945
1968,2.4,2,4,18,Bullets,,Bullets,Bob Quick,6'5'',77,215,Xavier (OH),3/5/1946
1968,2.5,2,5,19,Bulls,,Bulls,Ron Dunlap,,,,,
1968,2.6,2,6,20,Pistons,,Pistons,Manny Leaks,,,,,
1968,2.7,2,7,21,Suns,,Suns,Dick Cunningham,6'10'',82,245,Murray State,7/11/1946
1968,2.8,2,8,22,Bucks,,Bucks,Eugene Moore,6'9'',81,225,Saint Louis,7/29/1945
1968,3.1,3,1,23,Rockets,,Rockets,Stu Lantz,6'3'',75,175,Nebraska,7/13/1946
1968,3.2,3,2,24,Supersonics,,Supersonics,Jeff Ockel,,,,,
1968,3.3,3,3,25,Pistons,,Pistons,Don Dee,6'8'',80,210,St. Mary of the Plains,8/9/1943
1968,3.4,3,4,26,Bullets,,Bullets,Ron Nelson,,,,,
1968,3.5,3,5,27,Royals,,Royals,Pat Frink,6'4'',76,195,Colorado,2/18/1945
1968,3.6,3,6,28,Royals,,Royals,Fred Foster,6'5'',77,210,Miami (OH),3/18/1946
1968,3.7,3,7,29,Warriors,,Warriors,Don Sidle,6'8'',80,215,Oklahoma,6/21/1946
1968,3.8,3,8,30,Knicks,,Knicks,Don May,6'4'',76,200,Dayton,1/3/1946
1968,3.9,3,9,31,Bulls,,Bulls,Dave Newmark,7'0'',84,240,Columbia,9/11/1946
1968,3.1,3,1,32,Celtics,,Celtics,Garfield Smith,6'9'',81,235,Eastern Kentucky,11/18/1945
1968,3.11,3,11,33,Bullets,,Bullets,Jack Thompson,6'1'',73,185,South Carolina,3/26/1946
1968,3.12,3,12,34,Supersonics,,Supersonics,Ed Johnson,6'8'',80,205,Tennessee State,6/17/1944
1968,3.13,3,13,35,Bucks,,Bucks,Sam Williams,6'3'',75,180,Iowa,1/22/1945
1968,3.14,3,14,36,Suns,,Suns,Art Beatty,,,,,
1968,4.1,4,1,37,Rockets,,Rockets,Harry Barnes,6'3'',75,205,Northeastern,7/25/1945
1968,4.2,4,2,38,Supersonics,,Supersonics,Henry Logan,6'0'',72,180,Western Carolina,3/14/1946
1968,4.3,4,3,39,Bulls,,Bulls,Mike Lynn,6'7'',79,215,UCLA,11/25/1945
1968,4.4,4,4,40,Bullets,,Bullets,Dallas Thornton,6'4'',76,190,Kentucky Wesleyan,9/1/1946
1968,4.5,4,5,41,Royals,,Royals,Dan Sparks,6'7'',79,200,Weber State,4/17/1945
1968,4.6,4,6,42,Pistons,,Pistons,Rich Niemann,7'0'',84,245,Saint Louis,7/2/1946
1968,4.7,4,7,43,Warriors,,Warriors,Edgar Lacy,6'6'',78,190,UCLA,8/2/1944
1968,4.8,4,8,44,Knicks,,Knicks,Warren Armstrong,,,,,
1968,4.9,4,9,45,Lakers,,Lakers,Ed Biedenbach,6'1'',73,175,North Carolina State,8/12/1945
1968,4.1,4,1,46,Celtics,,Celtics,Rich Johnson,6'7'',79,210,Grambling,12/18/1946
1968,4.11,4,11,47,Hawks,,Hawks,Bob Warren,6'5'',77,190,Vanderbilt,7/17/1946
1968,4.12,4,12,48,Rockets,,Rockets,Darryl Jones,,,,,
1968,4.13,4,13,49,Suns,,Suns,Rich Jones,,,,,
1968,4.14,4,14,50,Bucks,,Bucks,Greg Smith,6'5'',77,195,Western Kentucky,1/28/1947
1968,5.1,5,1,51,Rockets,,Rockets,Glen Combs,6'2'',74,185,Virginia Tech,10/30/1946
1968,5.2,5,2,52,Supersonics,,Supersonics,Al Hairston,6'1'',73,170,Bowling Green,12/11/1945
1968,5.3,5,3,53,Bulls,,Bulls,Jim Tillman,,,,,
1968,5.4,5,4,54,Bullets,,Bullets,Ed Chaplin,,,,,
1968,5.5,5,5,55,Royals,,Royals,Jim Kissane,,,,,
1968,5.6,5,6,56,Pistons,,Pistons,Carl Fuller,6'9'',81,225,Bethune-Cookman,1/10/1946
1968,5.7,5,7,57,Warriors,,Warriors,Jim Eakins,6'11'',83,215,Brigham Young,5/24/1946
1968,5.8,5,8,58,Knicks,,Knicks,Hal Booker,6'10'',82,230,Cheyney State,7/20/1945
1968,5.9,5,9,59,Lakers,,Lakers,Lou Shephard,,,,,
1968,5.1,5,1,60,Celtics,,Celtics,Thad Jaracz,,,,,
1968,5.11,5,11,61,Hawks,,Hawks,Rusty Parker,,,,,
1968,5.12,5,12,62,76ers,,76ers,Larry Miller,6'4'',76,190,North Carolina,4/4/1946
1968,5.13,5,13,63,Bucks,,Bucks,Joe Franklin,,,,,
1968,5.14,5,14,64,Suns,,Suns,Harry Hollines,,,,,
1968,6.1,6,1,65,Rockets,,Rockets,Eldridge Webb,,,,,
1968,6.2,6,2,66,Supersonics,,Supersonics,Ron Guziak,,,,,
1968,6.3,6,3,67,Bulls,,Bulls,Ken Barnett,,,,,
1968,6.4,6,4,68,Bullets,,Bullets,Joe Heiser,,,,,
1968,6.5,6,5,69,Royals,,Royals,Calvin Martin,,,,,
1968,6.6,6,6,70,Pistons,,Pistons,Wally Anderzunas,6'7'',79,220,Creighton,1/11/1946
1968,6.7,6,7,71,Warriors,,Warriors,Bob Allen,6'9'',81,205,Marshall,7/17/1946
1968,6.8,6,8,72,Knicks,,Knicks,Brian Brunkhorst,6'5'',77,208,Marquette,6/12/1945
1968,6.9,6,9,73,Lakers,,Lakers,Nick Pino,,,,,
1968,6.1,6,1,74,Celtics,,Celtics,Jerry Newson,,,,,
1968,6.11,6,11,75,Hawks,,Hawks,Phil Wagner,6'2'',74,190,Georgia Tech,12/18/1945
1968,6.12,6,12,76,76ers,,76ers,Chuck Williams,,,,,
1968,6.13,6,13,77,Suns,,Suns,Rodney Knowles,6'9'',81,215,Davidson,2/27/1946
1968,6.14,6,14,78,Bucks,,Bucks,Fred Smith,,,,,
1968,7.1,7,1,79,Rockets,,Rockets,Rick Adelman,6'1'',73,175,Loyola (CA),6/16/1946
1968,7.2,7,2,80,Supersonics,,Supersonics,Jim McKean,,,,,
1968,7.3,7,3,81,Bulls,,Bulls,Willie Davis,,,,,
1968,7.4,7,4,82,Bullets,,Bullets,Jasper Wilson,6'6'',78,200,Southern University,7/12/1947
1968,7.5,7,5,83,Royals,,Royals,Dick Dumas,,,,,
1968,7.6,7,6,84,Pistons,,Pistons,Larry Newbold,,,,,
1968,7.7,7,7,85,Warriors,,Warriors,Dave Reasor,,,,,
1968,7.8,7,8,86,Knicks,,Knicks,Bob Waldal,,,,,
1968,7.9,7,9,87,Lakers,,Lakers,Dennis Hrcka,,,,,
1968,7.1,7,1,88,Celtics,,Celtics,Mike Lewis,6'8'',80,225,Duke,3/18/1946
1968,7.11,7,11,89,Hawks,,Hawks,Oscar Smith,,,,,
1968,7.12,7,12,90,76ers,,76ers,Bill Jones,,,,,
1968,7.13,7,13,91,Bucks,,Bucks,Tom Kondla,6'8'',80,225,Minnesota,11/30/1946
1968,7.14,7,14,92,Suns,,Suns,Charles Parkes,,,,,
1968,8.1,8,1,93,Rockets,,Rockets,Aaron Sellers,,,,,
1968,8.2,8,2,94,Supersonics,,Supersonics,Willie Rodgers,,,,,
1968,8.3,8,3,95,Bulls,,Bulls,Lloyd Higgins,,,,,
1968,8.4,8,4,96,Bullets,,Bullets,Barry Orms,6'3'',75,190,Saint Louis,5/1/1946
1968,8.5,8,5,97,Royals,,Royals,Dave Williams,,,,,
1968,8.6,8,6,98,Pistons,,Pistons,Harry Laurie,6'1'',73,178,St. Peter's,11/2/1944
1968,8.7,8,7,99,Warriors,,Warriors,Walt Platkowski,6'8'',80,220,Bowling Green,6/11/1945
1968,8.8,8,8,100,Knicks,,Knicks,Bob Hooper,6'0'',72,180,Dayton,12/22/1946
1968,8.9,8,9,101,Lakers,,Lakers,John Smith,7'0'',84,235,Southern Colorado,5/24/1944
1968,8.1,8,1,102,Celtics,,Celtics,Julius Keye,6'10'',82,200,Alcorn A&M,9/5/1946
1968,8.11,8,11,103,Hawks,,Hawks,Marin Baietti,,,,,
1968,8.12,8,12,104,76ers,,76ers,Melvin Jones,,,,,
1968,8.13,8,13,105,Suns,,Suns,Brian Clare,,,,,
1968,8.14,8,14,106,Bucks,,Bucks,Elbert Miller,,,,,
1968,9.1,9,1,107,Rockets,,Rockets,John Schetzsle,,,,,
1968,9.2,9,2,108,Supersonics,,Supersonics,Jimmy Smith,,,,,
1968,9.3,9,3,109,Bulls,,Bulls,Corky Bell,,,,,
1968,9.4,9,4,110,Bullets,,Bullets,Wayne Chapman,6'6'',78,190,Western Kentucky,6/15/1945
1968,9.5,9,5,111,Royals,,Royals,Butch Joyner,6'5'',77,200,Indiana,4/26/1945
1968,9.6,9,6,112,Pistons,,Pistons,Vaughn Harper,,,,,
1968,9.7,9,7,113,Warriors,,Warriors,Art Wilmore,,,,,
1968,9.8,9,8,114,Knicks,,Knicks,Roger Bohnenstiel,,,,,
1968,9.9,9,9,115,Lakers,,Lakers,George Stone,6'7'',79,195,Marshall,2/9/1946
1968,9.1,9,1,116,Celtics,,Celtics,Bill Butler,,,,,
1968,9.11,9,11,117,Hawks,,Hawks,Mack Daughty,6'3'',75,175,Albany State (GA),1/1/1947
1968,9.12,9,12,118,76ers,,76ers,Clarence Brookins,6'4'',76,190,Temple,1/1/1946
1968,9.13,9,13,119,Bucks,,Bucks,Cliff Berger,,,,,
1968,9.14,9,14,120,Suns,,Suns,Merv Jackson,6'3'',75,175,Utah,8/15/1946
1968,10.1,10,1,121,Rockets,,Rockets,Mike Butler,6'2'',74,170,Memphis State,10/22/1946
1968,10.2,10,2,122,Supersonics,,Supersonics,Joe Kennedy,6'6'',78,210,Duke,1/12/1947
1968,10.3,10,3,123,Bulls,,Bulls,Mike Weaver,,,,,
1968,10.4,10,4,124,Bullets,,Bullets,Steve Adelman,,,,,
1968,10.5,10,5,125,Royals,,Royals,Robert Wyendanet,,,,,
1968,10.6,10,6,126,Pistons,,Pistons,Tom Baack,,,,,
1968,10.7,10,7,127,Warriors,,Warriors,Bob Heaney,,,,,
1968,10.8,10,8,128,Knicks,,Knicks,Sylvester Adams,,,,,
1968,10.9,10,9,129,Lakers,,Lakers,Charles Alford,,,,,
1968,10.1,10,1,130,Celtics,,Celtics,Ivan Leschinsky,,,,,
1968,10.11,10,11,131,Hawks,,Hawks,Dwight Waller,6'6'',78,220,Tennessee State,10/5/1945
1968,10.12,10,12,132,76ers,,76ers,Greg Cisson,,,,,
1968,10.13,10,13,133,Suns,,Suns,Lee Davis,6'8'',80,235,North Carolina College,10/11/1945
1968,10.14,10,14,134,Bucks,,Bucks,Eugene Jones,,,,,
1968,11.1,11,1,135,Rockets,,Rockets,Leonardo Epps,,,,,
1968,11.2,11,2,136,Supersonics,,Supersonics,Jim Marsh,,,,,
1968,11.3,11,3,137,Bulls,,Bulls,Jim McGonigle,,,,,
1968,11.4,11,4,138,Bullets,,Bullets,Al Dixon,,,,,
1968,11.5,11,5,139,Royals,,Royals,James Robinson,,,,,
1968,11.6,11,6,140,Warriors,,Warriors,Jerry Chandler,,,,,
1968,11.7,11,7,141,Knicks,,Knicks,Bob Redd,,,,,
1968,11.8,11,8,142,Lakers,,Lakers,Harry Singletary,,,,,
1968,11.9,11,9,143,Celtics,,Celtics,Tom Neimeir,,,,,
1968,11.1,11,1,144,Hawks,,Hawks,Henry Watkins,,,,,
1968,11.11,11,11,145,76ers,,76ers,Bill Soens,,,,,
1968,11.12,11,12,146,Bucks,,Bucks,Brad Luchini,,,,,
1968,11.13,11,13,147,Suns,,Suns,Ron Boone,6'2'',74,200,Idaho State,9/6/1946
1968,12.1,12,1,148,Rockets,,Rockets,Roy Manning,,,,,
1968,12.2,12,2,149,Supersonics,,Supersonics,Walt Simon,6'6'',78,200,Benedict,12/1/1939
1968,12.3,12,3,150,Bulls,,Bulls,John Lallensack,,,,,
1968,12.4,12,4,151,Bullets,,Bullets,Willie Cager,,,,,
1968,12.5,12,5,152,Royals,,Royals,Glynn Saulters,6'2'',74,175,Northeast Louisiana,2/10/1945
