"","Fund_Type","Fund_Manager","Fund_Name","Fund_Contact","Fund_Contact_Telephone","Fund_Projected_Equity","Fund_Equity_Raised","Fund_Equity_Invested","Fund_Target_IRR","Fund_Minimum_IRR","Fund_Asset_Classes","Fund_Target_Locations","Fund_Data_Date","Fund_Currency"
"957","Value-Added","Mesirow Financial","Mesirow Financial Real Estate Value Fund","Alasdair Cripps","312-595-6938","379,000,000","379,000,000","239,000,000","13-16","0.13","Multifamily","United States","3/1/13","USD"
"958","Value-Added","Milestone Group","Milestone Real Estate Investors 3","Jeffrey Goldberg","212-871-5905","300,000,000","0","0","14-Dec","0.12","Multifamily","United States","3/1/13","USD"
"959","Value-Added","Miller Global Properties","Miller Global Fund 7","P. Savoie, D. Johnstone","303-773-0369","250,000,000","110,000,000","50,000,000","15-Dec","0.12","Office, Hotel","United States","3/1/13","USD"
"960","Value-Added","New Boston Fund","New Boston Real Estate Investment Fund 8","Jim Kelleher","617-878-7734","350,000,000","0","0","15","0.15","Office, Retail, Multifamily, Niche","United States","3/1/13","USD"
"961","Value-Added","Normandy Real Estate","Normandy Real Estate Fund 3","David Welsh, Jeff Gronning","973-898-1160","400,000,000","130,000,000","40,000,000","14-15","0.14","Office, Distressed","Northeastern United States, California","3/1/13","USD"
"962","Value-Added","O'Connor Capital","O'Connor Retail Partners","Bill O'Connor","212-308-7700","500,000,000","150,000,000","35,000,000","15","0.15","Retail","United States, Mexico","3/1/13","USD"
"963","Value-Added","Oak Street Real Estate Capital","Oak Street Real Estate Capital Fund 2","Marc Zahr","773-960-1037","120,000,000","120,000,000","36,000,000","13-16","0.13","Office, Industrial, Multifamily","United States","3/1/13","USD"
"964","Value-Added","Partners Group","Partners Group Direct Real Estate 2011","Claude Angeloz","41-41-784-6000","334,000,000","334,000,000","0","15","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Global","3/1/13","USD"
"965","Value-Added","Peakside Capital","Peakside Real Estate Fund 2","Roger Barris","41-41-544-1177","390,000,000","39,000,000","0","15+","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Europe","3/1/13","EU"
"966","Value-Added","Pearlmark Real Estate","Pearlmark Multifamily Partners 2","Edward Ryder","312-499-1917","400,000,000","0","0","14","0.14","Multifamily","United States","3/1/13","USD"
"967","Value-Added","Penn Square Real Estate, Sares-Regis","Sares-Regis Western States Multifamily Fund","Jon Albro","610-745-4861","157,000,000","157,000,000","0","14","0.14","Distressed, Mortgages, Bridge Loans, Mezzanine Loans","United States","3/1/13","USD"
"968","Value-Added","Pennybacker Capital","Pennybacker 2","Timothy Berry","512-610-2910","105,000,000","105,000,000","38,000,000","15","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"969","Value-Added","Penwood Real Estate Investment","Penwood Select Industrial Partners 3","Rick Chase","860-218-6535","125,000,000","125,000,000","50,000,000","15","0.15","Industrial","Southeastern United States","3/1/13","USD"
"970","Value-Added","QVT Mount Auburn Capital","Mount Auburn Multifamily Real Estate Fund 1","K. Conly Chi","310-492-4466","75,000,000","37,000,000","0","13-15","0.13","Multifamily","United States","3/1/13","USD"
"971","Value-Added","Ram Realty","Ram Realty Partners 3","Jim Stine","561-282-4650","200,000,000","111,000,000","53,000,000","14","0.14","Retail, Multifamily, Mixed Use","Southeastern United States","3/1/13","USD"
"972","Value-Added","Real Estate Capital Partners, Regional Real Estate","Develop-D.C.","Karin Shewer, David Reiner","212-843-6100","200,000,000","40,000,000","0","15-Dec","0.12","Redevelopment, Office, Multifamily, Hotel","Washington D.C., Maryland, Northern Virginia","3/1/13","USD"
"973","Value-Added","Redwood Group","Redwood Japan Logistics Fund","S. Gibson, C. de Portes","65-6-232-2110","400,000,000","0","0","15-16","0.15","Industrial","Japan","3/1/13","USD"
"974","Value-Added","Redwood Real Estate","Redwood-Kairos Real Estate Value Fund 3","Jon Needell","949-709-8888","100,000,000","75,000,000","40,000,000","15","0.15","Retail, Medical Office, Student Housing","United States","3/1/13","USD"
"975","Value-Added","Rialto Capital","Rialto Real Estate Fund 2","Jeffrey Krasnoff","305-485-2065","950,000,000","260,000,000","0","14-17","0.14","Residential, Land, CMBS","United States","3/1/13","USD"
"976","Value-Added","RiverOak Inv., Massey Knakal","MKRO 1","Karen Kasteel","212-660-7782","50,000,000","10,000,000","0","13-16","0.13","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","New York City","3/1/13","USD"
"977","Value-Added","Rockpoint Group","Rockpoint Real Estate Fund 4","Keith Gelb","617-530-3971","1,250,000,000","1,250,000,000","500,000,000","15+","0.15","Office, Hotel, Multifamily, Retail, Industrial, Niche","United States, Europe, Asia","3/1/13","USD"
"978","Value-Added","Rockspring Capital","Rockspring Capital Growth & Income Fund","Jim McAlister IV","713-535-2200","50,000,000","2,000,000","0","15","0.15","Land","Texas","3/1/13","USD"
"979","Value-Added","Rockwood Capital","Rockwood Capital Real Estate Partners 9","Sharon Ann Miller","914-287-8850","750,000,000","0","0","15","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"980","Value-Added","Rubenstein Partners","Rubenstein Properties Fund 2","Michael O'Callaghan","215-399-4572","500,000,000","215,000,000","0","15","0.15","Office","Eastern United States","3/1/13","USD"
"981","Value-Added","Sack Properties","Sack Properties Multifamily Fund","Kirby Sack","415-981-8320","50,000,000","0","0","14-Dec","0.12","Multifamily","Northern United States","3/1/13","USD"
"982","Value-Added","Sentinel Real Estate","Gotham City Residential Partners 2","Michael Streicker","212-408-5023","400,000,000","0","0","13","0.13","Multifamily","New York City","3/1/13","USD"
"983","Value-Added","Shorenstein Properties","Shorenstein Realty Investors 10","Charlie Malet","415-772-7059","1,233,000,000","1,233,000,000","500,000,000","13","0.13","Office","United States","3/1/13","USD"
"984","Value-Added","Soundview Real Estate","Soundview Real Estate Partners 4","Nick Newman","203-588-7256","200,000,000","200,000,000","70,000,000","15","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"985","Value-Added","Sterling Organization","Sterling Value Add Partners","Mike McCarthy","561-835-1810","138,000,000","138,000,000","24,000,000","15-18","0.15","Retail","United States","3/1/13","USD"
"986","Value-Added","Stockbridge Capital","Stockbridge Value Fund 1","Steven Steppe","415-658-3300","220,000,000","220,000,000","110,000,000","13-15","0.13","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"987","Value-Added","Stoltz Real Estate","Stoltz Real Estate Partners 4","Brad Coburn","703-625-0009","500,000,000","130,000,000","0","15+","0.15","Office, Retail, Industrial","United States","3/1/13","USD"
"988","Value-Added","Sveafastigheter","Sveafastigheter Fund 3","Patrick Gylling","358-40-542-6397","412,000,000","412,000,000","269,000,000","15+","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Scandinavia, Baltic States","3/1/13","EU"
"989","Value-Added","Thayer Lodging","Thayer Hotel Investors 6","Jin Lee","410-268-0515","300,000,000","70,000,000","0","15","0.15","Hotel","Eastern United States, Western United States","3/1/13","USD"
"990","Value-Added","Timbercreek Asset Management","Timbercreek U.S. Multi-Residential Opp. 1","Conrad Russo","416-306-9967","195,000,000","33,000,000","0","15","0.15","Multifamily","Southeastern United States, Texas","3/1/13","CAN"
"991","Value-Added","Tishman Speyer","Tishman Speyer Real Estate Venture 8","Peter Berg","212-715-0364","750,000,000","750,000,000","0","13-16","0.13","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","New York City, San Francisco, Los Angeles, Washington D.C., Boston, Chicago","3/1/13","USD"
"992","Value-Added","TriGate Capital","TriGate Property Partners 2","Jeff Yarckin","214-615-3352","300,000,000","140,000,000","0","15-Dec","0.12","Office, Hotel, Retail, Industrial, Multifamily, Niche, Distressed, Mortgages, Distressed","United States","3/1/13","USD"
"993","Value-Added","Tristan Capital","European Property Investors Special Opp. 3 (‰âÂ)","Cameron Spry","44-203-463-8851","974,000,000","221,000,000","0","15","0.15","","Europe","3/1/13","USD"
"994","Value-Added","U.S. Realty Advisors","Institutional Net Lease Fund 2010","Richard Ader","212-581-4540","355,000,000","355,000,000","53,000,000","14-16","0.14","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"995","Value-Added","Unico Properties","Unico Partners 1","Quentin Kuhrau","206-628-5050","300,000,000","0","0","13-15","0.13","Office","Southwestern United States, Northwestern United States","3/1/13","USD"
"996","Value-Added","Union Eiendomskapital","Union Real Estate Fund","Bjorn Henningsen","47-2-311-6900","298,000,000","0","0","13-15","0.13","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Norway","3/1/13","HK"
"997","Value-Added","Urban American Management","Urban American Fund 2","Philip Eisenberg","201-553-9800","171,000,000","171,000,000","121,000,000","14","0.14","Multifamily","New York City, Tri-State Area","3/1/13","USD"
"998","Value-Added","Victory Advisors","Victory European Real Estate Fund 1","Erik Moresco","","175,000,000","175,000,000","73,000,000","","0","Hotel, Other","Western Europe","3/1/13","EU"
"999","Value-Added","Vornado Realty","Vornado Capital Partners","Michael Fascitelli","212-894-7000","800,000,000","800,000,000","583,000,000","16-Dec","0.12","Office, Retail","New York City, Washington D.C.","3/1/13","USD"
"1000","Value-Added","W3 Partners","W3 Partners Value-Add Fund","Diane Olmstead","415-454-3202","100,000,000","100,000,000","60,000,000","13-15","0.13","Distressed, Mortgages, Bridge Loans, Mezzanine Loans","California, Northwestern United States","3/1/13","USD"
"1001","Value-Added","Walton Group","Walton Edmonton Land Development","William Doherty","403-265-4255","145,000,000","0","0","15","0.15","Land","Canada","3/1/13","CAN"
"1002","Value-Added","Walton Group","Walton U.S. Land Fund 2","Rob Leinbach","602-264-1298","50,000,000","0","0","15","0.15","Land","United States, Canada","3/1/13","USD"
"1003","Value-Added","Waterton Associates","Waterton Residential Property Fund 11","David Schwartz","312-948-4502","500,000,000","500,000,000","375,000,000","15","0.15","Multifamily","United States","3/1/13","USD"
"1004","Value-Added","Westbrook Partners","Westbrook Real Estate Fund 9","Sush Torgalkar","212-849-8800","1,767,000,000","1,767,000,000","135,000,000","15+","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States, Europe, Asia","3/1/13","USD"
"1005","Value-Added","Westport Capital","WCP Real Estate Fund 3","Greg Geiger","310-294-1232","571,000,000","571,000,000","400,000,000","15","0.15","Office, Hotel, Retail, Industrial, Multifamily, Niche, Distressed","United States, Europe, Asia","3/1/13","USD"
"1006","Value-Added","Wolff Co.","Wolff Real Estate Partners 2","Tom Podgorski","480-315-9595","500,000,000","425,000,000","100,000,000","13-16","0.13","Multifamily, Development","Northeastern United States, Western United States","3/1/13","USD"
"1007","Value-Added","Woodbury Corp.","Woodbury Strategic Partners Fund","Lane Critchfield","801-961-1130","150,000,000","120,000,000","25,000,000","15","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Western United States","3/1/13","USD"
"1008","Value Add","Abacus Capital","Abacus Multifamily Partners 2","Greg Lyden","212-203-4963","$250,000,000 ","","","13-15","13","Office","Europe","1/11/11",NA
"1009","Value Add","Abacus Capital","Abacus Multifamily Partners 2","Greg Lyden, Benjamin Friedman","212-203-4963","$250,000,000 ","$75,000,000 ","$25,000,000 ","13-15","13","Office, Retail, Multifamily, Lodging, Industrial","United States","1/11/12",NA
"1010","Value Add","Acacia Capital","Acacia Property Fund 2010","Todd Darling","650-372-6472","$218,000,000 ","$218,000,000 ","$90,000,000 ","13-16","13","Multifamily","United States","1/11/12",NA
"1011","Value Add","AIC Ventures","Nl Ventures 8","Luis Medina","512-476-5009","$100,000,000 ","$100,000,000 ","$50,000,000 ","15","15","Office","Europe","1/11/12",NA
"1012","Value Add","AIC Ventures","Nl Ventures 9","Luis Medina","512-476-5009","$150,000,000 ","$40,000,000 ","$0 ","15","15","Office","United States","1/11/12",NA
"1013","Value Add","Almanac Realty Investors","Almanac Realty Securities 6","Matthew Kaplan","212-403-3515","$800,000,000 ","$400,000,000 ","$0 ","12-15","12","Buyout","United States","1/11/12",NA
"1014","Value Add","Alpha Investment","Alpha Asia Macro Trends Fund 2","Loh Chin Hua","656-433-7702","$1,500,000,000 ","$485,000,000 ","$25,000,000 ","14-16","14","Office","Asia","1/11/12",NA
"1015","Value Add","Alpha Investment","Alpha Asia Macro Trends Fund","Loh Chin Hua","656-433-7702","$1,200,000,000 ","$1,200,000,000 ","$400,000,000 ","14-16","14","Office","United States","1/11/11",NA
"1016","Value Add","Apollo Global Real Estate","Agre U.S. Real Estate Fund","Joseph Azrack","212-515-3200","$600,000,000 ","$307,850,000 ","","18+","18+","Office","United States","1/11/11",NA
"1017","Value Add","Apollo Global Real Estate","Agre U.S. Real Estate Fund","Joseph Azrack","212-515-3200","$600,000,000 ","$385,000,000 ","","13-16","13","Office","United States","1/11/12",NA
"1018","Value Add","AREA Property","Area Domestic Emerging Markets Fund","Jim Simmons","212-515-3337","$485,000,000 ","$485,000,000 ","$247,000,000 ","13","13","Multifamily","United States","1/11/12",NA
"1019","Value Add","AREA Property","Area Value Enhancement Fund 7","Steve Wolf","212-515-3344","$759,000,000 ","$759,000,000 ","$310,000,000 ","14","14","Office, Multifamily, Retail, Lodging, Self Storage, Land, Industrial","Eastern United States, Washington D.C., Philadelphia, New York City, Boston, Northeastern United States, Western United States","1/11/12",NA
"1020","Value Add","AREA Property","Area Value Enhancement Fund 8","Steve Wolf","212-515-3344","$750,000,000 ","$0 ","$0 ","12-15","12","Office","United States","1/11/12",NA
"1021","Value Add","Astrum Investment","Astrum Fund 1","Jonathan Hartman","310-571-3400","$50,000,000 ","$5,000,000 ","$0 ","15","15","Net Lease","United States","1/11/12",NA
"1022","Value Add","BayNorth Capital","Baynorth Realty Fund 7","Charles Wu","617-570-4400","$472,500,000 ","$472,500,000 ","$330,000,000 ","13-15","13","Office, Multifamily","United States, Canada","1/11/12",NA
"1023","Value Add","BayNorth Capital","Baynorth Realty Fund 8","Charles Wu","617-570-4400","$300,000,000 ","$0 ","$0 ","13-15","13","Other, Self Storage, Senior Housing","United States, Europe","1/11/12",NA
"1024","Value Add","Bell Partners","Bell Institutional Fund 4","Jon Bell","336-232-1999","$200,000,000 ","$0 ","$0 ","","","Multifamily","Boston, Florida, Georgia, North Carolina, South Carolina, Southeastern United States, Atlanta","1/11/12",NA
"1025","Value Add","Bell Partners","Bell Fund 4","Jon Bell","336-232-1999","$200,000,000 ","","","13","13","Multifamily","Europe","1/11/12",NA
"1026","Value Add","Berkeley Capital","Berkeley Capital Partners 3","Aaron Snegg","415-295-8080","$150,000,000 ","$0 ","$0 ","14-16","14","Industrial","United States","1/11/12",NA
"1027","Value Add","Berkley Asset Management","Berkley Asset Fund 1","Eli Braha","212-867-1234","$100,000,000 ","$0 ","$0 ","15","15","Office","New York City","1/11/12",NA
"1028","Value Add","Berkshire Property Advisors","Berkshire Multifamily Equity Fund","David Olney","617-646-2300","$260,000,000 ","$260,000,000 ","$195,000,000 ","13","13","Multifamily","United States","1/11/12",NA
"1029","Value Add","Brickman Associates","Brickman Fund 5","Kathy Corton","212-541-5500","$250,000,000 ","$250,000,000 ","$40,000,000 ","15","15","Distressed, Office, Multifamily","Western United States, Seattle, San Francisco","1/11/12",NA
"1030","Value Add","Brickman Associates","Brickman Fund 5","Kathy Corton","212-541-5500","$300,000,000 ","$75,000,000 ","","12-16","12","Distressed","United States","1/11/12",NA
"1031","Value Add","Brightside Investment","Brightside Hotel Fund","James Ryan","678-954-4840","$350,000,000 ","$0 ","$0 ","15","15","Distressed, Lodging","United States, Southeastern United States","1/11/12",NA
"1032","Value Add","Brookfield Asset Management","Brookfield Fairfield U.S. Multifamily Value Add Fund","Greg Pinkalla","858-457-2123","$250,000,000 ","$150,000,000 ","$50,000,000 ","13","13","Multifamily","United States","1/11/12",NA
"1033","Value Add","Brookfield Asset Management","Brookfield Real Estate Opportunity Fund 2","Steven Ganeless","212-417-7269","$262,000,000 ","$262,000,000 ","$185,000,000 ","13","13","Office, Other","United States","1/11/12",NA
"1034","Value Add","Cabot Properties","Cabot Industrial Value Fund 3","Andrew Ebbott","617-723-2397","$680,000,000 ","$680,000,000 ","$250,000,000 ","12-14","12","Industrial","United States","1/11/12",NA
"1035","Value Add","Cabot Properties","Cabot Industrial Value Fund 3","Andrew Ebbott","617-723-2397","$680,000,000 ","$680,000,000 ","$390,000,000 ","12-14","12","Industrial","United States, International","1/11/12",NA
"1036","Value Add","Canyon Capital Realty","Canyon Agassi Charter School Facilities Fund","Bobby Turner","310-247-2700","$250,000,000 ","$200,000,000 ","$20,000,000 ","14","14","Other","Western United States","1/11/12",NA
"1037","Value Add","Carmel Partners","Carmel Partners Investment Fund 4","Chris Beda","415-273-2900","$700,000,000 ","$0 ","$0 ","13-15","13","Multifamily","Western United States","1/11/12",NA
"1038","Value Add","Carmel Partners","Carmel Partners Investment Fund 3","Chris Beda","415-273-2900","$700,000,000 ","$700,000,000 ","$250,000,000 ","12-15","12","Multifamily","Western United States","1/11/12",NA
"1039","Value Add","Carmel Partners","Carmel Partners Investment Fund 3","Chris Beda","415-273-2900","$700,000,000 ","$700,000,000 ","$250,000,000 ","12-15","12","Multifamily","Western United States, Los Angeles","1/11/12",NA
"1040","Value Add","CarVal Investors","Cvi North American Real Estate Partners 3","Timothy Clark","952-984-3774","$500,000,000 ","$200,000,000 ","$49,300,000 ","14","14","Office, Industrial","United States, Mexico","1/11/12",NA
"1041","Value Add","Catalyst Capital","Catalyst European Property Fund 2","Guy Wilson","44-207-290-5100","$332,775,000 ","$0 ","$0 ","","","Office","Europe","1/11/12",NA
"1042","Value Add","Catalyst Capital","Catalyst European Property Fund","Guy Wilson","44-207-290-5100","$314,804,450 ","$314,804,450 ","$28,799,145 ","13","13","Office","Europe","1/11/12",NA
"1043","Value Add","CBRE Global Investors","Cb Richard Ellis Strategic Partners Value Fund 6","Phil Hench","213-683-4255","$1,000,000,000 ","$275,400,000 ","$0 ","","","Office","United States","1/11/12",NA
"1044","Value Add","CityView","Cityview Bay Area Fund","Sean Burton","310-566-8700","$100,000,000 ","$100,000,000 ","$34,000,000 ","12-14","12","Multifamily","San Francisco","1/11/12",NA
"1045","Value Add","CityView","Cityview Southwest Multifamily Partners","Sean Burton","310-566-8700","$100,000,000 ","$0 ","$0 ","12-14","12","Multifamily","Southwestern United States","1/11/12",NA
"1046","Value Add","CityView","Southwest Multifamily Partners","Sean Burton","310-566-8700","$200,000,000 ","","","12-14","12","Multifamily","United States","1/11/12",NA
"1047","Value Add","Composition Capital","Composition Capital Asia Fund 3","William Shaw","852-3-101-7681","$300,000,000 ","$0 ","$0 ","","","Multifamily","Asia, Japan","1/11/12",NA
"1048","Value Add","Cornerstone Real Estate","Cornerstone Apartment Venture 3","Deborah Schwartz","860-509-2200","$360,000,000 ","$360,000,000 ","$200,000,000 ","14","14","Multifamily","Eastern United States, Northeastern United States","1/11/12",NA
"1049","Value Add","Cornerstone Real Estate","Cornerstone Hotel Income & Equity Fund 2","James O'shaughnessy","860-509-2273","$446,000,000 ","$446,000,000 ","$123,000,000 ","15","15","Lodging","New York City","1/11/12",NA
"1050","Value Add","Cornerstone Real Estate","Cornerstone Hotel Income & Equity Fund 2","James O'shaughnessy","860-509-2273","$446,000,000 ","$446,000,000 ","$260,000,000 ","","","Lodging","United States","1/11/12",NA
"1051","Value Add","Crossbeam Capital","Crossbeam Apartment Fund 2 - 2012","Rich Devaney","240-223-0822","$300,000,000 ","$50,000,000 ","$20,000,000 ","13-15","13","Multifamily","United States","1/11/12",NA
"1052","Value Add","Crossbeam Capital","Workforce Housing Fund 1","Rich Devaney","240-223-0822","$145,000,000 ","$145,000,000 ","$62,000,000 ","15+","15+","Multifamily","United States","1/11/11",NA
"1053","Value Add","DLJ Real Estate Capital","Dlj Real Estate Capital Partners 4","William Helm","212-538-4652","$1,100,000,000 ","$1,100,000,000 ","$700,000,000 ","15","15","Office, Multifamily","United States, International","1/11/12",NA
"1054","Value Add","DLJ Real Estate Capital","Dlj Real Estate Capital Partners 4","William Helm","212-538-4652","$1,100,000,000 ","$1,100,000,000 ","$825,000,000 ","","","Office, Industrial","United States, Japan","1/11/12",NA
"1055","Value Add","DRA Advisors","Dra Growth & Income Fund 6","David Luski","212-697-4740","$1,250,000,000 ","$1,250,000,000 ","$900,000,000 ","13-15","13","Retail","United States","1/11/12",NA
"1056","Value Add","DRA Advisors","Dra Growth & Income Fund 7","David Luski","212-697-4740","$1,000,000,000 ","$1,000,000,000 ","$75,000,000 ","13-15","13","Office","United States","1/11/12",NA
"1057","Value Add","DRA Advisors","Dra Growth & Income Fund 7","David Luski","212-697-4740","$850,000,000 ","","","13-15","13","Office","United States","1/11/11",NA
"1058","Value Add","Embarcadero Capital","Embarcadero Capital Investors 4","Sam Hooker","650-373-1615","$300,000,000 ","$0 ","$0 ","15","15","Office, Multifamily","Western United States, Seattle","1/11/12",NA
"1059","Value Add","Embarcadero Capital","Embarcadero Capital Investors 3","Sam Hooker","650-373-1615","$365,000,000 ","$365,000,000 ","$220,000,000 ","15","15","Office","United States","1/11/12",NA
"1060","Value Add","Equity Global Management","Egm Income & Growth Fund 5","Shelby Pruett","312-827-2270","$125,000,000 ","$0 ","$0 ","15","15","Office","United States","1/11/12",NA
"1061","Value Add","Equity International","Ei Fund 5","Jonathan Lulu","312-466-4046","$500,000,000 ","$297,000,000 ","$58,000,000 ","15+","15+","Office","United States","1/11/11",NA
"1062","Value Add","Exeter Property","Exeter Industrial Value Fund 2","Ward Fitzgerald","610-348-3055","$500,000,000 ","","","14-16","14","Industrial","United States","1/11/11",NA
"1063","Value Add","Exeter Property","Exeter Industrial Value Fund 2","Ward Fitzgerald","610-348-3055","$500,000,000 ","$300,000,000 ","$100,000,000 ","14-16","14","Industrial","Boston","1/11/12",NA
"1064","Value Add","Federal Capital Partners","Fcp Realty Fund 2","Esko Korhonen","202-386-7160","$500,000,000 ","$122,500,000 ","","13-15","13","Multifamily, Office","California, Northwestern United States","1/11/11",NA
"1065","Value Add","Federal Capital Partners","Fcp Realty Fund 2","Esko Korhonen","202-386-7160","$500,000,000 ","$400,000,000 ","$0 ","13-15","13","Multifamily, Office","Boston, New York City","1/11/12",NA
"1066","Value Add","Green Courte Partners","Green Courte Real Estate Partners Fund 3","James Goldman","847-582-9403","$350,000,000 ","$119,600,000 ","","15","15","Manufactured Housing, Parking","United States","1/11/12",NA
"1067","Value Add","Green Courte Partners","Green Courte Real Estate Partners Fund 3","James Goldman","847-582-9403","$407,000,000 ","$407,000,000 ","$0 ","","","Manufactured Housing, Parking","United States","1/11/12",NA
"1068","Value Add","Greystar Real Estate","Greystar Equity Partners 7","Derek Ramsey","843-579-3209","$500,000,000 ","$400,000,000 ","","14+","14+","Multifamily","Northeastern United States","1/11/11",NA
"1069","Value Add","Greystar Real Estate","Greystar Equity Partners 7","Derek Ramsey","843-579-3209","$600,000,000 ","$600,000,000 ","$300,000,000 ","14+","14+","Multifamily","United States","1/11/12",NA
"1070","Value Add","Griffith Properties","Griffith Properties Fund 3","J. Brad Griffith","617-451-2604","$100,000,000 ","","","15+","15+","Office","Southwestern United States","1/11/11",NA
"1071","Value Add","Griffith Properties","Griffith Properties Fund 3","J. Brad Griffith","617-451-2604","$100,000,000 ","$7,000,000 ","$0 ","15+","15+","Office, Industrial","Northeastern United States, Boston","1/11/12",NA
"1072","Value Add","Hampshire Cos.","Hampshire Partners Fund 8","James Hanson","973-734-4242","$339,000,000 ","$339,000,000 ","$25,000,000 ","14+","14+","Office, Retail, Industrial, Lodging","Northeastern United States, Boston, New York City, Philadelphia","1/11/12",NA
"1073","Value Add","Hampshire Cos.","Hampshire Partners Fund 8","James Hanson","973-734-4242","$350,000,000 ","$350,000,000 ","","14+","14+","Office","Europe","1/11/11",NA
"1074","Value Add","Heitman","Heitman European Property Partners 4","Gordon Black","44-207-318-1035","$672,205,500 ","$672,205,500 ","$403,908,968 ","13-15","13","Office, Retail, Multifamily","Europe, Ukraine, Russia","1/11/12",NA
"1075","Value Add","Heitman","Heitman European Property Partners 4","Gordon Black","44-207-318-1035","$695,738,500 ","$695,738,500 ","$137,116,347 ","13-15","13","Office","United States","1/11/12",NA
"1076","Value Add","Heitman","Heitman Value Partners Fund 2","Jim Bachner","312-541-6770","$800,000,000 ","$800,000,000 ","$457,000,000 ","12-14","12","Office","United States","1/11/12",NA
"1077","Value Add","Heitman","Heitman Value Partners Fund 3","Jim Bachner","312-541-6770","$600,000,000 ","$0 ","$0 ","12-14","12","Multifamily, Self Storage","United States","1/11/12",NA
"1078","Value Add","High Street Equity Advisors","High Street Real Estate Fund 4","Dan Coughlin","617-737-5202","$500,000,000 ","$0 ","$0 ","13-15","13","Industrial","Boston","1/11/12",NA
"1079","Value Add","Hines","Hines European Development Fund 2","Mark Sears","44-207-292-1900","$861,221,700 ","$861,221,700 ","$230,701,840 ","14+","14+","Office","Europe","1/11/12",NA
"1080","Value Add","Hines","Hines European Development Fund 2","Mark Sears","44-207-292-1900","$891,371,900 ","$891,371,900 ","$238,778,398 ","14+","14+","Office","United States","1/11/11",NA
"1081","Value Add","IMT Capital","Imt Capital Fund 2","Michael Browne","818-784-4700","$350,000,000 ","$350,000,000 ","","13-16","13","Multifamily","United States","1/11/12",NA
"1082","Value Add","IMT Capital","Imt Capital Fund 2","Michael Browne","818-784-4700","$400,000,000 ","$125,000,000 ","","13-16","13","Multifamily","Texas","1/11/11",NA
"1083","Value Add","Invesco Real Estate","Invesco Real Estate Fund 3","Scott Dennis","972-715-7400","$500,000,000 ","$150,000,000 ","","14","14","Office","United States","1/11/12",NA
"1084","Value Add","Invesco Real Estate","Invesco Real Estate Fund 2","Scott Dennis","972-715-7400","$457,000,000 ","$457,000,000 ","$185,000,000 ","14","14","Office","United States","1/11/12",NA
"1085","Value Add","J.P. Morgan","J.P. Morgan Greater Europe Opportunistic Fund","Peter Reilly","44-207-777-0410","$236,935,800 ","$236,935,800 ","$118,366,732 ","","","Office","Europe","1/11/12",NA
"1086","Value Add","J.P. Morgan","J.P. Morgan Greater Europe Opportunistic Fund","Peter Reilly","44-207-777-0410","$245,230,600 ","$245,230,600 ","$65,270,502 ","15","15","Office","United States","1/11/12",NA
"1087","Value Add","J.P. Morgan","J.P. Morgan Urban Renaissance Property Fund","Doug Lawrence","212-648-2156","$181,500,000 ","$181,500,000 ","$33,000,000 ","15","15","Office, Multifamily","United States, Mexico","1/11/12",NA
"1088","Value Add","JMI Realty","Jmi Realty Partners 4","Gregory Clay","512-539-3600","$300,000,000 ","","","14-16","14","Lodging","England","1/11/11",NA
"1089","Value Add","JMI Realty","Jmi Realty Partners 4","Gregory Clay","512-539-3600","$300,000,000 ","$0 ","$0 ","14-16","14","Lodging","Western United States","1/11/12",NA
"1090","Value Add","Jonathan Rose Cos.","Rose Smart Growth Fund 2","Wendy Rowden","917-542-3612","$200,000,000 ","","","15+","15+","Office","United States","1/11/11",NA
"1091","Value Add","Jonathan Rose Cos.","Rose Value-add Office Retrofit Fund","Wendy Rowden","917-542-3612","$150,000,000 ","$10,000,000 ","$0 ","13-16","13","Office, Clean Tech","United States","1/11/12",NA
"1092","Value Add","Kayne Anderson","Kayne Anderson Real Estate Partners Fund 1","Albert Rabil","917-767-3131","$136,000,000 ","$136,000,000 ","$68,000,000 ","15","15","Student Housing","United States","1/11/12",NA
"1093","Value Add","Kayne Anderson","Kayne Anderson Real Estate Partners Fund 2","Albert Rabil","917-767-3131","$350,000,000 ","$119,000,000 ","","15","15","Student Housing, Self Storage","United States, International","1/11/12",NA
"1094","Value Add","Kayne Anderson","Kayne Anderson Real Estate Partners Fund 2","Albert Rabil","917-767-3131","$575,000,000 ","$575,000,000 ","$285,000,000 ","15","15","Student Housing","United States","1/11/12",NA
