Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Robert Horry,Houston Rockets,"$1,200,000 ",1993-1994,,,,,
Robert Pack,Denver Nuggets,"$400,000 ",1993-1994,,,,,
Robert Parish,Boston Celtics,"$4,000,000 ",1993-1994,,,,,
Robert Werdann,Denver Nuggets,"$250,000 ",1993-1994,,,,,
Rod Higgins,Sacramento Kings,"$150,000 ",1993-1994,,,,,
Rod Strickland,Portland Trail Blazers,"$1,560,000 ",1993-1994,,,,,
Rodney Rodgers,Denver Nuggets,"$150,000 ",1993-1994,,,,,
Rolando Blackman,New York Knicks,"$1,995,000 ",1993-1994,,,,,
Ron Harper,Los Angeles Clippers,"$4,000,000 ",1993-1994,,,,,
Ronald Anderson,Philadelphia 76ers,"$300,000 ",1993-1994,,,,,
Rony Seikaly,Miami Heat,"$3,057,000 ",1993-1994,,,,,
Roy Hinson,Atlanta Hawks,"$1,445,000 ",1993-1994,,,,,
Roy Tarpley,Dallas Mavericks,"$80,000 ",1993-1994,,,,,
Rumeal Robinson,Charlotte Hornets,"$1,240,000 ",1993-1994,,,,,
Sam Bowie,Los Angeles Lakers,"$3,200,000 ",1993-1994,,,,,
Sam Cassell,Houston Rockets,"$650,000 ",1993-1994,,,,,
Sam Mitchell,Indiana Pacers,"$715,000 ",1993-1994,,,,,
Sam Perkins,Seattle Supersonics,"$3,587,000 ",1993-1994,,,,,
Sarunas Marciulionis,Golden State Warriors,"$1,900,000 ",1993-1994,,,,,
Scott Brooks,Houston Rockets,"$525,000 ",1993-1994,,,,,
Scott Burrell,Charlotte Hornets,"$650,000 ",1993-1994,,,,,
Scott Haskin,Indiana Pacers,"$833,000 ",1993-1994,,,,,
Scott Skiles,Orlando Magic,"$1,722,000 ",1993-1994,,,,,
Scott Williams,Chicago Bulls,"$641,000 ",1993-1994,,,,,
Scottie Pippen,Chicago Bulls,"$3,075,000 ",1993-1994,,,,,
Sean Elliott,Detroit Pistons,"$1,807,000 ",1993-1994,,,,,
Sean Green,Philadelphia 76ers,"$400,000 ",1993-1994,,,,,
Sean Rooks,Dallas Mavericks,"$488,000 ",1993-1994,,,,,
Sedale Threatt,Los Angeles Lakers,"$2,400,000 ",1993-1994,,,,,
Shaquille O'Neal,Orlando Magic,"$3,900,000 ",1993-1994,,,,,
Shawn Bardley,Philadelphia 76ers,"$2,700,000 ",1993-1994,,,,,
Shawn Kemp,Seattle Supersonics,"$750,000 ",1993-1994,,,,,
Sherman Douglas,Boston Celtics,"$2,300,000 ",1993-1994,,,,,
Sidney Green,Philadelphia 76ers,"$1,512,000 ",1993-1994,,,,,
Stacey Augmon,Atlanta Hawks,"$1,400,000 ",1993-1994,,,,,
Stacey King,Chicago Bulls,"$1,600,000 ",1993-1994,,,,,
Stanley Roberts,Los Angeles Clippers,"$2,841,000 ",1993-1994,,,,,
Steve Henson,Atlanta Hawks,"$250,000 ",1993-1994,,,,,
Steve Kerr,Chicago Bulls,"$150,000 ",1993-1994,,,,,
Steve Scheffler,Seattle Supersonics,"$170,000 ",1993-1994,,,,,
Steve Smith,Miami Heat,"$2,252,000 ",1993-1994,,,,,
Stojko Vrankovic,Boston Celtics,"$831,000 ",1993-1994,,,,,
Tate George,New Jersey Nets,"$626,000 ",1993-1994,,,,,
Tellis Frank,Minnesota Timberwolves,"$200,000 ",1993-1994,,,,,
Terrell Brandon,Cleveland Cavaliers,"$840,000 ",1993-1994,,,,,
Terry Catledge,Orlando Magic,"$1,386,000 ",1993-1994,,,,,
Terry Cummings,San Antonio Spurs,"$2,407,000 ",1993-1994,,,,,
Terry Davis,Dallas Mavericks,"$1,200,000 ",1993-1994,,,,,
Terry Dehere,Los Angeles Clippers,"$1,050,000 ",1993-1994,,,,,
Terry Mills,Detroit Pistons,"$1,614,000 ",1993-1994,,,,,
Terry Porter,Portland Trail Blazers,"$2,500,000 ",1993-1994,,,,,
Theodore Edwards,Milwaukee Bucks,"$1,500,000 ",1993-1994,,,,,
Thurl Bailey,Minnesota Timberwolves,"$1,000,000 ",1993-1994,,,,,
Tim Hardaway,Golden State Warriors,"$3,340,000 ",1993-1994,,,,,
Tim Kempton,Phoenix Suns,"$650,000 ",1993-1994,,,,,
Tim Legler,Dallas Mavericks,"$250,000 ",1993-1994,,,,,
Tim McCormick,New York Knicks,"$850,000 ",1993-1994,,,,,
Tim Perry,Philadelphia 76ers,"$1,550,000 ",1993-1994,,,,,
Todd Day,Milwaukee Bucks,"$1,723,000 ",1993-1994,,,,,
Todd Lichti,Orlando Magic,"$565,000 ",1993-1994,,,,,
Todd Murphy,Detroit Pistons,"$20,000 ",1993-1994,,,,,
Tom Chambers,Phoenix Suns,"$690,000 ",1993-1994,,,,,
Tom Chambers,Utah Jazz,"$605,000 ",1993-1994,,,,,
Tom Gugliotta,Washington Bullets,"$1,625,000 ",1993-1994,,,,,
Tom Hammonds,Denver Nuggets,"$800,000 ",1993-1994,,,,,
Tom Tolbert,Los Angeles Clippers,"$650,000 ",1993-1994,,,,,
Toni Kukoc,Chicago Bulls,"$1,025,000 ",1993-1994,,,,,
Tony Bennett,Charlotte Hornets,"$182,000 ",1993-1994,,,,,
Tony Campbell,Dallas Mavericks,"$1,682,000 ",1993-1994,,,,,
Tony Sedric,Cleveland Cavaliers,"$150,000 ",1993-1994,,,,,
Tony Smith,Los Angeles Lakers,"$800,000 ",1993-1994,,,,,
Tracy Moore,Detroit Pistons,"$40,000 ",1993-1994,,,,,
Tracy Murray,Portland Trail Blazers,"$943,000 ",1993-1994,,,,,
Trevor Wilson,Los Angeles Lakers,"$150,000 ",1993-1994,,,,,
Tyrone Bogues,Charlotte Hornets,"$900,000 ",1993-1994,,,,,
Tyrone Corbin,Utah Jazz,"$1,400,000 ",1993-1994,,,,,
Tyrone Hill,Cleveland Cavaliers,"$1,075,000 ",1993-1994,,,,,
Vern Fleming,Indiana Pacers,"$1,560,000 ",1993-1994,,,,,
Vernell Coles,Miami Heat,"$802,000 ",1993-1994,,,,,
Vernon Maxwell,Houston Rockets,"$1,424,000 ",1993-1994,,,,,
Victor Alexander,Golden State Warriors,"$1,160,000 ",1993-1994,,,,,
Vincent Baker,Milwaukee Bucks,"$866,000 ",1993-1994,,,,,
Vinny Del,San Antonio Spurs,"$1,195,365 ",1993-1994,,,,,
Vlade Divac,Los Angeles Lakers,"$4,133,000 ",1993-1994,,,,,
Walt Williams,Sacramento Kings,"$1,658,000 ",1993-1994,,,,,
Walter Bond,Utah Jazz,"$150,000 ",1993-1994,,,,,
Wayman Tisdale,Sacramento Kings,"$2,333,000 ",1993-1994,,,,,
Will Perdue,Chicago Bulls,"$1,200,000 ",1993-1994,,,,,
Willie Anderson,San Antonio Spurs,"$2,075,000 ",1993-1994,,,,,
Willie Burton,Miami Heat,"$1,002,000 ",1993-1994,,,,,
Xavier McDaniel,Boston Celtics,"$2,145,000 ",1993-1994,,,,,
A.C. Green,Phoenix Suns,"$6,472,600 ",1994-1995,,,,,
Aaron McKie,Portland Trail Blazers,"$650,000 ",1994-1995,,,,,
Aaron Swinson,Phoenix Suns,"$102,424 ",1994-1995,,,,,
Aaron Williams,Milwaukee Bucks,"$150,000 ",1994-1995,,,,,
Acie Earl,Boston Celtics,"$845,000 ",1994-1995,,,,,
Adam Keefe,Utah Jazz,"$1,500,000 ",1994-1995,,,,,
Adrian Caldwell,Houston Rockets,"$150,000 ",1994-1995,,,,,
Alaa Abdelnaby,Sacramento Kings,"$650,000 ",1994-1995,,,,,
Allan Houston,Detroit Pistons,"$956,000 ",1994-1995,,,,,
Alonzo Mourning,Charlotte Hornets,"$3,840,000 ",1994-1995,,,,,
Alton Lister,Milwaukee Bucks,"$150,000 ",1994-1995,,,,,
Andres Guibert,Minnesota Timberwolves,"$175,000 ",1994-1995,,,,,
Andrew Lang,Atlanta Hawks,"$1,596,000 ",1994-1995,,,,,
Anfernee Hardaway,Orlando Magic,"$4,305,000 ",1994-1995,,,,,
Anthony Avent,Orlando Magic,"$800,000 ",1994-1995,,,,,
Anthony Bonner,New York Knicks,"$845,000 ",1994-1995,,,,,
Anthony Bowie,Orlando Magic,"$900,000 ",1994-1995,,,,,
Anthony Mason,New York Knicks,"$1,200,000 ",1994-1995,,,,,
Anthony Miller,Los Angeles Lakers,"$150,000 ",1994-1995,,,,,
Anthony Peeler,Los Angeles Lakers,"$1,120,000 ",1994-1995,,,,,
Anthony Tucker,Washington Bullets,"$150,000 ",1994-1995,,,,,
Antoine Carr,Utah Jazz,"$666,600 ",1994-1995,,,,,
Antonio Davis,Indiana Pacers,"$700,000 ",1994-1995,,,,,
Antonio Harvey,Los Angeles Lakers,"$325,000 ",1994-1995,,,,,
Antonio Lang,Phoenix Suns,"$325,000 ",1994-1995,,,,,
Armen Gilliam,New Jersey Nets,"$1,560,000 ",1994-1995,,,,,
Askia Jones,Minnesota Timberwolves,"$150,000 ",1994-1995,,,,,
Avery Johnson,San Antonio Spurs,"$650,000 ",1994-1995,,,,,
B.J. Armstrong,Chicago Bulls,"$2,800,000 ",1994-1995,,,,,
B.J. Tyler,Philadelphia 76ers,"$715,000 ",1994-1995,,,,,
Benoit Benjamin,New Jersey Nets,"$3,774,600 ",1994-1995,,,,,
Bill Cartwright,Seattle Supersonics,"$1,502,000 ",1994-1995,,,,,
Bill Curley,Detroit Pistons,"$702,000 ",1994-1995,,,,,
Bill Wennington,Chicago Bulls,"$1,000,000 ",1994-1995,,,,,
Billy Owens,Miami Heat,"$2,867,000 ",1994-1995,,,,,
Bimbo Coles,Miami Heat,"$902,000 ",1994-1995,,,,,
Blue Edwards,Utah Jazz,"$1,700,000 ",1994-1995,,,,,
Bob Martin,Los Angeles Clippers,"$250,000 ",1994-1995,,,,,
Bobby Hurley,Sacramento Kings,"$2,100,000 ",1994-1995,,,,,
Bobby Phills,Cleveland Cavaliers,"$1,458,000 ",1994-1995,,,,,
Brad Lohaus,Miami Heat,"$325,000 ",1994-1995,,,,,
Brian Grant,Sacramento Kings,"$808,000 ",1994-1995,,,,,
Brian Oliver,Washington Bullets,"$150,000 ",1994-1995,,,,,
Brian Shaw,Orlando Magic,"$692,900 ",1994-1995,,,,,
Brian Williams,Denver Nuggets,"$2,000,000 ",1994-1995,,,,,
Brooks Thompson,Orlando Magic,"$650,000 ",1994-1995,,,,,
Bryant Stith,Denver Nuggets,"$1,375,000 ",1994-1995,,,,,
Bryon Russell,Utah Jazz,"$265,000 ",1994-1995,,,,,
Buck Williams,Portland Trail Blazers,"$3,200,000 ",1994-1995,,,,,
Byron Houston,Seattle Supersonics,"$700,000 ",1994-1995,,,,,
Byron Scott,Indiana Pacers,"$1,550,000 ",1994-1995,,,,,
Cadillac Anderson,Atlanta Hawks,"$400,000 ",1994-1995,,,,,
Calbert Cheaney,Washington Bullets,"$2,400,000 ",1994-1995,,,,,
Carl Herrera,Houston Rockets,"$1,350,000 ",1994-1995,,,,,
Carlos Rogers,Golden State Warriors,"$715,000 ",1994-1995,,,,,
Cedric Ceballos,Los Angeles Lakers,"$1,750,000 ",1994-1995,,,,,
Charles Barkley,Phoenix Suns,"$4,030,000 ",1994-1995,,,,,
Charles Oakley,New York Knicks,"$2,200,000 ",1994-1995,,,,,
Charles Outlaw,Los Angeles Clippers,"$250,000 ",1994-1995,,,,,
Charles Shackleford,Minnesota Timberwolves,"$650,000 ",1994-1995,,,,,
Charles Smith,New York Knicks,"$2,857,000 ",1994-1995,,,,,
Charlie Ward,New York Knicks,"$555,000 ",1994-1995,,,,,
Chris Childs,New Jersey Nets,"$150,000 ",1994-1995,,,,,
Chris Dudley,Portland Trail Blazers,"$3,500,000 ",1994-1995,,,,,
Chris Gatling,Golden State Warriors,"$1,330,000 ",1994-1995,,,,,
Chris Mills,Cleveland Cavaliers,"$845,000 ",1994-1995,,,,,
Chris Morris,New Jersey Nets,"$2,060,000 ",1994-1995,,,,,
Chris Mullin,Golden State Warriors,"$2,844,000 ",1994-1995,,,,,
Chris Smith,Minnesota Timberwolves,"$355,000 ",1994-1995,,,,,
Chris Webber,Washington Bullets,"$2,080,000 ",1994-1995,,,,,
Chris Whitney,San Antonio Spurs,"$182,900 ",1994-1995,,,,,
Christian Laettner,Minnesota Timberwolves,"$3,360,000 ",1994-1995,,,,,
Chuck Person,San Antonio Spurs,"$1,300,000 ",1994-1995,,,,,
Clarence Weatherspoon,Philadelphia 76ers,"$4,000,000 ",1994-1995,,,,,
Cliff Levingston,Denver Nuggets,"$650,000 ",1994-1995,,,,,
Cliff Robinson,Portland Trail Blazers,"$2,732,000 ",1994-1995,,,,,
Clifford Rozier,Golden State Warriors,"$650,000 ",1994-1995,,,,,
Clyde Drexler,Portland Trail Blazers,"$1,578,000 ",1994-1995,,,,,
Corey Crowder,San Antonio Spurs,"$142,982 ",1994-1995,,,,,
Corie Blount,Chicago Bulls,"$845,000 ",1994-1995,,,,,
Craig Ehlo,Atlanta Hawks,"$2,650,000 ",1994-1995,,,,,
Dale Davis,Indiana Pacers,"$4,050,000 ",1994-1995,,,,,
Dale Ellis,Denver Nuggets,"$1,007,500 ",1994-1995,,,,,
Dan Majerle,Phoenix Suns,"$3,000,000 ",1994-1995,,,,,
Dana Barros,Philadelphia 76ers,"$937,500 ",1994-1995,,,,,
Danny Ainge,Phoenix Suns,"$2,080,000 ",1994-1995,,,,,
Danny Ferry,Cleveland Cavaliers,"$4,042,000 ",1994-1995,,,,,
Danny Manning,Phoenix Suns,"$1,000,000 ",1994-1995,,,,,
Danny Schayes,Phoenix Suns,"$672,000 ",1994-1995,,,,,
Danny Young,Milwaukee Bucks,"$150,000 ",1994-1995,,,,,
Darnell Mee,Denver Nuggets,"$250,000 ",1994-1995,,,,,
Darrin Hancock,Charlotte Hornets,"$150,000 ",1994-1995,,,,,
David Benoit,Utah Jazz,"$1,000,000 ",1994-1995,,,,,
David Robinson,San Antonio Spurs,"$7,300,000 ",1994-1995,,,,,
David Wesley,Boston Celtics,"$250,000 ",1994-1995,,,,,
David Wingate,Charlotte Hornets,"$570,000 ",1994-1995,,,,,
David Wood,Golden State Warriors,"$150,000 ",1994-1995,,,,,
Dee Brown,Boston Celtics,"$2,500,000 ",1994-1995,,,,,
Dell Curry,Charlotte Hornets,"$1,340,000 ",1994-1995,,,,,
Dennis Rodman,San Antonio Spurs,"$2,500,000 ",1994-1995,,,,,
Dennis Scott,Orlando Magic,"$3,240,000 ",1994-1995,,,,,
Derek Harper,New York Knicks,"$2,382,700 ",1994-1995,,,,,
Derek Strong,Boston Celtics,"$500,000 ",1994-1995,,,,,
Derrick Alston,Philadelphia 76ers,"$150,000 ",1994-1995,,,,,
Derrick Coleman,New Jersey Nets,"$4,212,000 ",1994-1995,,,,,
Derrick McKey,Indiana Pacers,"$2,600,000 ",1994-1995,,,,,
Detlef Schrempf,Seattle Supersonics,"$5,000,000 ",1994-1995,,,,,
Dickey Simpkins,Chicago Bulls,"$650,000 ",1994-1995,,,,,
Dikembe Mutombo,Denver Nuggets,"$3,100,000 ",1994-1995,,,,,
Dino Radja,Boston Celtics,"$2,145,000 ",1994-1995,,,,,
Doc Rivers,San Antonio Spurs,"$1,405,000 ",1994-1995,,,,,
Dominique Wilkins,Boston Celtics,"$2,820,000 ",1994-1995,,,,,
Don Maclean,Washington Bullets,"$740,000 ",1994-1995,,,,,
Donald Hodge,Dallas Mavericks,"$1,005,000 ",1994-1995,,,,,
Donald Royal,Orlando Magic,"$1,000,000 ",1994-1995,,,,,
Dontonio Wingfield,Seattle Supersonics,"$150,000 ",1994-1995,,,,,
Donyell Marshall,Minnesota Timberwolves,"$2,100,000 ",1994-1995,,,,,
Doug Christie,New York Knicks,"$1,244,000 ",1994-1995,,,,,
Doug Edwards,Atlanta Hawks,"$845,000 ",1994-1995,,,,,
Doug Lee,Sacramento Kings,"$150,000 ",1994-1995,,,,,
Doug Overton,Washington Bullets,"$550,000 ",1994-1995,,,,,
Doug Smith,Dallas Mavericks,"$1,950,000 ",1994-1995,,,,,
Doug West,Minnesota Timberwolves,"$1,275,000 ",1994-1995,,,,,
Duane Causwell,Sacramento Kings,"$1,545,000 ",1994-1995,,,,,
Duane Ferrell,Indiana Pacers,"$650,000 ",1994-1995,,,,,
Dwayne Morton,Golden State Warriors,"$150,000 ",1994-1995,,,,,
Dwayne Schintzius,New Jersey Nets,"$1,197,000 ",1994-1995,,,,,
Ed Pinckney,Milwaukee Bucks,"$1,485,000 ",1994-1995,,,,,
Eddie Jones,Los Angeles Lakers,"$1,300,000 ",1994-1995,,,,,
Elden Campbell,Los Angeles Lakers,"$2,100,000 ",1994-1995,,,,,
Elliot Perry,Phoenix Suns,"$250,000 ",1994-1995,,,,,
Elmore Spencer,Los Angeles Clippers,"$700,000 ",1994-1995,,,,,
Eric Leckner,Detroit Pistons,"$350,000 ",1994-1995,,,,,
Eric Mobley,Milwaukee Bucks,"$620,000 ",1994-1995,,,,,
Eric Montross,Boston Celtics,"$800,000 ",1994-1995,,,,,
Eric Murdock,Milwaukee Bucks,"$1,000,000 ",1994-1995,,,,,
Eric Piatkowski,Los Angeles Clippers,"$962,500 ",1994-1995,,,,,
Eric Riley,Los Angeles Clippers,"$305,000 ",1994-1995,,,,,
Ervin Johnson,Seattle Supersonics,"$716,600 ",1994-1995,,,,,
Felton Spencer,Utah Jazz,"$1,881,250 ",1994-1995,,,,,
Fred Vinson,Atlanta Hawks,"$150,000 ",1994-1995,,,,,
Gary Grant,Los Angeles Clippers,"$1,100,000 ",1994-1995,,,,,
Gary Payton,Seattle Supersonics,"$2,583,300 ",1994-1995,,,,,
Geert Hammink,Orlando Magic,"$250,000 ",1994-1995,,,,,
George Lynch,Los Angeles Lakers,"$1,430,000 ",1994-1995,,,,,
Gerald Madkins,Cleveland Cavaliers,"$615,000 ",1994-1995,,,,,
Gheorghe Muresan,Washington Bullets,"$1,150,000 ",1994-1995,,,,,
Glen Rice,Miami Heat,"$2,600,000 ",1994-1995,,,,,
Glenn Robinson,Milwaukee Bucks,"$2,900,000 ",1994-1995,,,,,
Grant Hill,Detroit Pistons,"$2,750,000 ",1994-1995,,,,,
Grant Long,Miami Heat,"$1,485,300 ",1994-1995,,,,,
Greg Anthony,New York Knicks,"$1,471,000 ",1994-1995,,,,,
Greg Dreiling,Cleveland Cavaliers,"$150,000 ",1994-1995,,,,,
Greg Foster,Minnesota Timberwolves,"$113,400 ",1994-1995,,,,,
Greg Graham,Philadelphia 76ers,"$910,000 ",1994-1995,,,,,
Greg Grant,Denver Nuggets,"$150,000 ",1994-1995,,,,,
Greg Kite,New York Knicks,"$1,195,000 ",1994-1995,,,,,
Greg Minor,Boston Celtics,"$250,000 ",1994-1995,,,,,
Greg Sutton,Charlotte Hornets,"$139,500 ",1994-1995,,,,,
Hakeem Olajuwon,Houston Rockets,"$3,169,900 ",1994-1995,,,,,
Harold Ellis,Los Angeles Clippers,"$250,000 ",1994-1995,,,,,
Harold Miner,Miami Heat,"$1,459,000 ",1994-1995,,,,,
Harvey Grant,Portland Trail Blazers,"$2,990,000 ",1994-1995,,,,,
Haywoode Workman,Indiana Pacers,"$400,000 ",1994-1995,,,,,
Henry Turner,Sacramento Kings,"$180,000 ",1994-1995,,,,,
Herb Williams,New York Knicks,"$1,000,000 ",1994-1995,,,,,
Hersey Hawkins,Charlotte Hornets,"$2,500,000 ",1994-1995,,,,,
Horace Grant,Orlando Magic,"$2,125,000 ",1994-1995,,,,,
Hot Rod Williams,Cleveland Cavaliers,"$3,786,000 ",1994-1995,,,,,
Howard Eisley,San Antonio Spurs,"$150,000 ",1994-1995,,,,,
Hubert Davis,New York Knicks,"$940,000 ",1994-1995,,,,,
Isaiah Rider,Minnesota Timberwolves,"$2,500,000 ",1994-1995,,,,,
Ivano Newbill,Detroit Pistons,"$150,000 ",1994-1995,,,,,
J.R. Reid,San Antonio Spurs,"$2,215,000 ",1994-1995,,,,,
Jack Haley,San Antonio Spurs,"$150,000 ",1994-1995,,,,,
Jalen Rose,Denver Nuggets,"$975,000 ",1994-1995,,,,,
Jamal Mashburn,Dallas Mavericks,"$2,633,300 ",1994-1995,,,,,
James Edwards,Portland Trail Blazers,"$325,000 ",1994-1995,,,,,
James Robinson,Portland Trail Blazers,"$845,000 ",1994-1995,,,,,
Jamie Watson,Utah Jazz,"$150,000 ",1994-1995,,,,,
Jaren Jackson,Philadelphia 76ers,"$140,350 ",1994-1995,,,,,
Jason Kidd,Dallas Mavericks,"$2,770,800 ",1994-1995,,,,,
Jay Humphries,Utah Jazz,"$1,900,000 ",1994-1995,,,,,
Jayson Williams,New Jersey Nets,"$1,100,000 ",1994-1995,,,,,
Jeff Hornacek,Utah Jazz,"$2,121,400 ",1994-1995,,,,,
Jeff Malone,Philadelphia 76ers,"$1,930,000 ",1994-1995,,,,,
Jeff Turner,Orlando Magic,"$1,100,000 ",1994-1995,,,,,
Jerome Kersey,Portland Trail Blazers,"$3,608,000 ",1994-1995,,,,,
Jim Jackson,Dallas Mavericks,"$2,700,000 ",1994-1995,,,,,
Jim Les,Atlanta Hawks,"$250,000 ",1994-1995,,,,,
Jim McIlvaine,Washington Bullets,"$200,000 ",1994-1995,,,,,
Joe Dumars,Detroit Pistons,"$1,096,700 ",1994-1995,,,,,
Joe Kleine,Phoenix Suns,"$845,000 ",1994-1995,,,,,
Joe Wolf,Charlotte Hornets,"$150,000 ",1994-1995,,,,,
John Battle,Cleveland Cavaliers,"$1,330,000 ",1994-1995,,,,,
John Crotty,Utah Jazz,"$250,000 ",1994-1995,,,,,
John Salley,Miami Heat,"$2,652,000 ",1994-1995,,,,,
John Starks,New York Knicks,"$1,362,500 ",1994-1995,,,,,
John Stockton,Utah Jazz,"$2,600,000 ",1994-1995,,,,,
John Williams,Indiana Pacers,"$375,000 ",1994-1995,,,,,
Johnny Dawkins,Detroit Pistons,"$1,680,000 ",1994-1995,,,,,
Johnny Newman,Milwaukee Bucks,"$300,000 ",1994-1995,,,,,
Jon Barry,Milwaukee Bucks,"$800,000 ",1994-1995,,,,,
Jon Koncak,Atlanta Hawks,"$2,600,000 ",1994-1995,,,,,
Jud Buechler,Chicago Bulls,"$150,000 ",1994-1995,,,,,
Julius Nwosu,San Antonio Spurs,"$150,000 ",1994-1995,,,,,
Juwan Howard,Washington Bullets,"$1,309,000 ",1994-1995,,,,,
Karl Malone,Utah Jazz,"$3,378,800 ",1994-1995,,,,,
Keith Askins,Miami Heat,"$406,000 ",1994-1995,,,,,
Keith Jennings,Golden State Warriors,"$350,000 ",1994-1995,,,,,
Keith Tower,Orlando Magic,"$26,316 ",1994-1995,,,,,
Ken Norman,Atlanta Hawks,"$1,963,000 ",1994-1995,,,,,
Kendall Gill,Seattle Supersonics,"$2,600,000 ",1994-1995,,,,,
Kenny Anderson,New Jersey Nets,"$3,463,200 ",1994-1995,,,,,
Kenny Gattison,Charlotte Hornets,"$1,250,000 ",1994-1995,,,,,
Kenny Smith,Houston Rockets,"$2,633,000 ",1994-1995,,,,,
Kenny Walker,Washington Bullets,"$150,000 ",1994-1995,,,,,
Kevin Duckworth,Washington Bullets,"$2,612,500 ",1994-1995,,,,,
Kevin Edwards,New Jersey Nets,"$1,560,000 ",1994-1995,,,,,
Kevin Gamble,Miami Heat,"$650,000 ",1994-1995,,,,,
Kevin Johnson,Phoenix Suns,"$2,750,000 ",1994-1995,,,,,
Kevin Willis,Miami Heat,"$2,975,000 ",1994-1995,,,,,
Khalid Reeves,Miami Heat,"$1,300,000 ",1994-1995,,,,,
Lamond Murray,Los Angeles Clippers,"$2,000,000 ",1994-1995,,,,,
LaPhonso Ellis,Denver Nuggets,"$2,731,000 ",1994-1995,,,,,
Larry Johnson,Charlotte Hornets,"$3,710,000 ",1994-1995,,,,,
Larry Krystkowiak,Chicago Bulls,"$515,000 ",1994-1995,,,,,
Larry Stewart,Washington Bullets,"$700,000 ",1994-1995,,,,,
LaSalle Thompson,Indiana Pacers,"$2,000,000 ",1994-1995,,,,,
Latrell Sprewell,Golden State Warriors,"$890,000 ",1994-1995,,,,,
Ledell Eackles,Miami Heat,"$150,000 ",1994-1995,,,,,
Lee Mayberry,Milwaukee Bucks,"$820,000 ",1994-1995,,,,,
Lindsey Hunter,Detroit Pistons,"$1,173,000 ",1994-1995,,,,,
Lionel Simmons,Sacramento Kings,"$2,181,400 ",1994-1995,,,,,
Lloyd Daniels,Philadelphia 76ers,"$250,000 ",1994-1995,,,,,
Lorenzo Williams,Dallas Mavericks,"$200,000 ",1994-1995,,,,,
Loy Vaught,Los Angeles Clippers,"$2,750,000 ",1994-1995,,,,,
Luc Longley,Chicago Bulls,"$1,590,000 ",1994-1995,,,,,
Lucious Harris,Dallas Mavericks,"$455,000 ",1994-1995,,,,,
Mahmoud Abdul-Rauf,Denver Nuggets,"$2,200,000 ",1994-1995,,,,,
Malik Sealy,Los Angeles Clippers,"$1,260,000 ",1994-1995,,,,,
Manute Bol,Golden State Warriors,"$200,000 ",1994-1995,,,,,
Mario Elie,Houston Rockets,"$1,450,000 ",1994-1995,,,,,
Mark Bryant,Portland Trail Blazers,"$1,400,000 ",1994-1995,,,,,
Mark Jackson,Indiana Pacers,"$2,300,000 ",1994-1995,,,,,
Mark Macon,Detroit Pistons,"$1,767,000 ",1994-1995,,,,,
Mark Price,Cleveland Cavaliers,"$3,200,000 ",1994-1995,,,,,
Mark West,Detroit Pistons,"$1,500,000 ",1994-1995,,,,,
Marty Conlon,Milwaukee Bucks,"$182,500 ",1994-1995,,,,,
Matt Fish,Los Angeles Clippers,"$150,000 ",1994-1995,,,,,
Matt Geiger,Miami Heat,"$1,402,000 ",1994-1995,,,,,
Michael Adams,Charlotte Hornets,"$1,240,000 ",1994-1995,,,,,
Michael Cage,Cleveland Cavaliers,"$1,635,000 ",1994-1995,,,,,
Michael Jordan,Chicago Bulls,"$3,850,000 ",1994-1995,,,,,
Michael Smith,Los Angeles Clippers,"$150,000 ",1994-1995,,,,,
Micheal Williams,Minnesota Timberwolves,"$2,175,000 ",1994-1995,,,,,
Mike Brown,Minnesota Timberwolves,"$1,475,000 ",1994-1995,,,,,
Mitch Richmond,Sacramento Kings,"$3,000,000 ",1994-1995,,,,,
Mitchell Butler,Washington Bullets,"$400,000 ",1994-1995,,,,,
Monty Williams,New York Knicks,"$650,000 ",1994-1995,,,,,
Mookie Blaylock,Atlanta Hawks,"$2,100,000 ",1994-1995,,,,,
Morlon Wiley,Dallas Mavericks,"$310,000 ",1994-1995,,,,,
Moses Malone,San Antonio Spurs,"$300,000 ",1994-1995,,,,,
Muggsy Bogues,Charlotte Hornets,"$1,125,000 ",1994-1995,,,,,
Nate McMillan,Seattle Supersonics,"$1,060,000 ",1994-1995,,,,,
Negele Knight,Portland Trail Blazers,"$150,000 ",1994-1995,,,,,
Nick Anderson,Orlando Magic,"$3,090,000 ",1994-1995,,,,,
Nick Van Exel,Los Angeles Lakers,"$1,900,000 ",1994-1995,,,,,
Olden Polynice,Sacramento Kings,"$1,900,000 ",1994-1995,,,,,
Oliver Miller,Detroit Pistons,"$1,540,000 ",1994-1995,,,,,
Otis Thorpe,Portland Trail Blazers,"$2,578,400 ",1994-1995,,,,,
P.J. Brown,New Jersey Nets,"$780,000 ",1994-1995,,,,,
Pat Durham,Minnesota Timberwolves,"$126,000 ",1994-1995,,,,,
Patrick Ewing,New York Knicks,"$4,486,700 ",1994-1995,,,,,
Pervis Ellison,Boston Celtics,"$1,100,000 ",1994-1995,,,,,
Pete Chilcutt,Houston Rockets,"$126,300 ",1994-1995,,,,,
Pete Myers,Chicago Bulls,"$545,000 ",1994-1995,,,,,
Pooh Richardson,Los Angeles Clippers,"$2,120,700 ",1994-1995,,,,,
Popeye Jones,Dallas Mavericks,"$769,000 ",1994-1995,,,,,
