Team,Player,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,Signed Using,Total Guaranteed,Notes
Utah Jazz,Paul Millsap,"$8,603,633 ",,,,,Bird Rights,"$8,603,633 ","Contract includes assumed signing bonus of $5,600,000 (counts as $1,400,000 each year)   /   Offer Sheet matched on 7/18/09 for an assumed $32,000,000 for 4 years"
Utah Jazz,Al Jefferson,"$15,000,000 ",,,,,Bird Rights,"$15,000,000 ","2012-13 has up to $550,000 in unlikely incentives not included here   /   Signed extension on 10/31/07 that begins in 2008-09 for an assumed $65,000,000 plus incentives for 5 years"
Washington Wizards,Shelvin Mack,"$762,195 ",,,,,Minimum Salary,"$300,000 ","2012-13 is partially guaranteed for $300,000   /   Signed 12/9/11 for an assumed minimum salary for 2 years"
Washington Wizards,A.J. Price,"$885,120 ",,,,,Minimum Salary,"$854,389 ",Signed 7/23/12 for an assumed minimum salary for 1 year
Washington Wizards,Cartier Martin,"$885,120 ",,,,,Minimum Salary,"$854,389 ",Signed 7/12/12 for an assumed minimum salary for 1 year
Washington Wizards,Jordan Crawford,"$1,198,680 ","$2,162,419 ",,,,1st Round Pick,"$1,198,680 ",Team Option for 2012-13 picked up on 6/19/11   /   Signed 7/9/10
Washington Wizards,Trevor Booker,"$1,385,280 ","$2,350,820 ",,,,1st Round Pick,"$1,385,280 ",Team Option for 2012-13 picked up on 6/19/11   /   Signed 7/8/10
Washington Wizards,Chris Singleton,"$1,551,840 ","$1,618,680 ","$2,489,530 ",,,1st Round Pick,"$1,551,840 ",Signed 12/9/11  
Washington Wizards,Kevin Seraphin,"$1,797,600 ","$2,761,114 ",,,,1st Round Pick,"$1,797,600 ",Team Option for 2012-13 picked up on 6/19/11   /   Signed 7/29/10
Washington Wizards,Jan Vesely,"$3,202,920 ","$3,340,920 ","$4,236,287 ",,,1st Round Pick,"$3,202,920 ",Signed 12/9/11  
Washington Wizards,Bradley Beal,"$4,133,280 ","$4,319,280 ","$4,505,280 ","$5,694,674 ",,1st Round Pick,"$8,452,560 ",Signed 7/6/12
Washington Wizards,John Wall,"$5,915,880 ","$7,459,925 ",,,,1st Round Pick,"$5,915,880 ",Team Option for 2012-13 picked up on 6/19/11   /   Signed 7/8/10
Washington Wizards,Trevor Ariza,"$7,258,960 ","$7,727,280 ",,,,DPE,"$7,258,960 ","2013-14 is a Player Option   /   Signed 7/8/09 for an assumed $33,953,200 for 5 years"
Washington Wizards,Nene,"$13,000,000 ","$13,000,000 ","$13,000,000 ","$13,000,000 ",,Bird Rights,"$52,000,000 ","2012-13, 2013-14, 2014-15 and 2015-16 each have up to an assumed $400,000 in unlikely incentives not included here   /   Signed 12/13/11 for an assumed $65,000,000 for 5 years plus incentives"
Washington Wizards,Emeka Okafor,"$13,490,000 ","$14,487,500 ",,,,Bird Rights,"$27,977,500 ","2013-14 is an ETO   /    2012-13 and 2013-14 each have up to $1,250,000 in unlikely incentives not included here   /   Signed 7/31/08 for an assumed $72,000,000 plus incentives for 6 years"
